lemma,definition,lila_id,synset_id,sem_type,lexemes_pt,own_pt_gloss,argumentSet
lex,a binding agreement between two or more persons that is enforceable by law,lilaLemma:110351,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=06520944-n"" target=""_blank"">06520944-n</a></small></small><br>",<small><small>categoria:&ensp;comunicação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;acordo, contrato<br>",,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
lex,the statement (oral or written) of an exchange of promises,lilaLemma:110351,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=06770275-n"" target=""_blank"">06770275-n</a></small></small><br>",<small><small>categoria:&ensp;comunicação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;acordo, pacto<br>",,"<small><small>valências:&ensp;[ACT,PAT] ou [ACT] ou [ACMP,ACT]</small></small><br>"
credo,credit with veracity,lilaLemma:96881,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00684068-v"" target=""_blank"">00684068-v</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,<small><small>lexemas:</small></small>&ensp;acreditar<br>,<small><small>conceito:</small>&ensp;Você não pode acreditar nesse homem</small><br>,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
puto,credit with veracity,lilaLemma:120610,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00684068-v"" target=""_blank"">00684068-v</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,<small><small>lexemas:</small></small>&ensp;acreditar<br>,<small><small>conceito:</small>&ensp;Você não pode acreditar nesse homem</small><br>,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
credo,have a firm conviction as to the goodness of something,lilaLemma:96881,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00733895-v"" target=""_blank"">00733895-v</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,"<small><small>lexemas:</small></small>&ensp;acreditar em, acreditar<br>",,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
accipio,accept as true; take to be true,lilaLemma:87119,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00683280-v"" target=""_blank"">00683280-v</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,"<small><small>lexemas:</small></small>&ensp;acreditar, crer<br>",<small><small>conceito:</small>&ensp;aceitar como verdade; tomar como verdade</small><br>,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
credo,accept as true; take to be true,lilaLemma:96881,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00683280-v"" target=""_blank"">00683280-v</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,"<small><small>lexemas:</small></small>&ensp;acreditar, crer<br>",<small><small>conceito:</small>&ensp;aceitar como verdade; tomar como verdade</small><br>,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
puto,follow a credo; have a faith; be a believer,lilaLemma:120610,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00684273-v"" target=""_blank"">00684273-v</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,"<small><small>lexemas:</small></small>&ensp;acreditar, crer<br>",<small><small>conceito:</small>&ensp;Seguir um credo; ter uma fé; ser um crente</small><br>,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
lex,legal document setting forth rules governing a particular kind of activity,lilaLemma:110351,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=06532330-n"" target=""_blank"">06532330-n</a></small></small><br>",<small><small>categoria:&ensp;comunicação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;actos legislativos, lei, leis<br>",,
mos,legal document setting forth rules governing a particular kind of activity,lilaLemma:112831,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=06532330-n"" target=""_blank"">06532330-n</a></small></small><br>",<small><small>categoria:&ensp;comunicação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;actos legislativos, lei, leis<br>",,
ago,perform on a stage or theater,lilaLemma:88140,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01719921-v"" target=""_blank"">01719921-v</a></small></small><br>",<small><small>categoria:&ensp;criação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;actuar, atuar, fazer, representar<br>",,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
pono,file a formal charge against,lilaLemma:118414,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00869931-v"" target=""_blank"">00869931-v</a></small></small><br>",<small><small>categoria:&ensp;comunicação</small></small><br>,<small><small>lexemas:</small></small>&ensp;acusar<br>,,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
amicus,someone who believes and helps to spread the doctrine of another,lilaLemma:88684,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=10016103-n"" target=""_blank"">10016103-n</a></small></small><br>",<small><small>categoria:&ensp;pessoa</small></small><br>,"<small><small>lexemas:</small></small>&ensp;adepto, aluno, apóstolo, discípulo, estudante, seguidor<br>",,<small><small>valências:&ensp;[PAT]</small></small><br>
facio,add up in number or quantity,lilaLemma:102758,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02645007-v"" target=""_blank"">02645007-v</a></small></small><br>",<small><small>categoria:&ensp;estado</small></small><br>,"<small><small>lexemas:</small></small>&ensp;adicionar, chegar, totalizar<br>",<small><small>conceito:</small>&ensp;somar em número ou quantidade ate chegar num total</small><br>,"<small><small>valências:&ensp;[ACT,ADDR,PAT] ou [ACT,PAT]</small></small><br>"
puto,judge tentatively or form an estimate of (quantities or time),lilaLemma:120610,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00672433-v"" target=""_blank"">00672433-v</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,"<small><small>lexemas:</small></small>&ensp;adivinhar, aproximar, avaliar, chutar, estimar, julgar<br>",<small><small>conceito:</small>&ensp;julgar por tentativa ou formar uma estimativa de (quantidades ou tempo)</small><br>,"<small><small>valências:&ensp;[ACT,PAT,EFF] ou [ACT,PAT] ou [ACT,REG] ou [ACT,EFF,PAT]</small></small><br>"
ago,work in an administrative capacity; supervise or be in charge of,lilaLemma:88140,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02431971-v"" target=""_blank"">02431971-v</a></small></small><br>",<small><small>categoria:&ensp;relação social</small></small><br>,"<small><small>lexemas:</small></small>&ensp;administrar, gerenciar, gerir<br>",<small><small>conceito:</small>&ensp;trabalhar em uma capacidade administrativa; supervisionar ou ser responsável por</small><br>,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
scio,declare to be true or admit the existence or reality or truth of,lilaLemma:123732,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00817311-v"" target=""_blank"">00817311-v</a></small></small><br>",<small><small>categoria:&ensp;comunicação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;admitir, confessar, reconhecer<br>",<small><small>conceito:</small>&ensp;Declarar ser verdade ou admitir a existência ou a realidade ou a verdade de</small><br>,"<small><small>valências:&ensp;[ACT,PAT] ou [ACT,PAT,EFF]</small></small><br>"
audio,"choose and follow; as of theories, ideas, policies, strategies or plans",lilaLemma:90641,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02346895-v"" target=""_blank"">02346895-v</a></small></small><br>",<small><small>categoria:&ensp;posse</small></small><br>,"<small><small>lexemas:</small></small>&ensp;adoptar, adotar, esposar<br>",,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
sequor,"choose and follow; as of theories, ideas, policies, strategies or plans",lilaLemma:124461,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02346895-v"" target=""_blank"">02346895-v</a></small></small><br>",<small><small>categoria:&ensp;posse</small></small><br>,"<small><small>lexemas:</small></small>&ensp;adoptar, adotar, esposar<br>",,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
capio,"take on a certain form, attribute, or aspect",lilaLemma:92686,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00524682-v"" target=""_blank"">00524682-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,"<small><small>lexemas:</small></small>&ensp;adotar, assumir<br>",,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
accipio,gain knowledge or skills,lilaLemma:87119,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00597915-v"" target=""_blank"">00597915-v</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,"<small><small>lexemas:</small></small>&ensp;adquirir, aprender<br>",,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
cognosco,gain knowledge or skills,lilaLemma:94738,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00597915-v"" target=""_blank"">00597915-v</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,"<small><small>lexemas:</small></small>&ensp;adquirir, aprender<br>",,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
accipio,come into the possession of something concrete or abstract,lilaLemma:87119,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02210855-v"" target=""_blank"">02210855-v</a></small></small><br>",<small><small>categoria:&ensp;posse</small></small><br>,"<small><small>lexemas:</small></small>&ensp;adquirir, comprar, obter, receber<br>",,"<small><small>valências:&ensp;[ACT,PAT] ou [ACT,PAT,DIR1,DIR3] ou [ACT,DIR3,PAT]</small></small><br>"
fero,come into the possession of something concrete or abstract,lilaLemma:103126,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02210855-v"" target=""_blank"">02210855-v</a></small></small><br>",<small><small>categoria:&ensp;posse</small></small><br>,"<small><small>lexemas:</small></small>&ensp;adquirir, comprar, obter, receber<br>",,"<small><small>valências:&ensp;[ACT,PAT] ou [ACT,PAT,DIR1,DIR3] ou [ACT,DIR3,PAT]</small></small><br>"
cognosco,gain through experience,lilaLemma:94738,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00545557-v"" target=""_blank"">00545557-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,"<small><small>lexemas:</small></small>&ensp;adquirir, desenvolver<br>",<small><small>conceito:</small>&ensp;ganho através da experiência</small><br>,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
do,advance evidence for,lilaLemma:99970,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01015866-v"" target=""_blank"">01015866-v</a></small></small><br>",<small><small>categoria:&ensp;comunicação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;aduzir, alegar, citar<br>",,"<small><small>valências:&ensp;[ACT,PAT,ADDR] ou [ACT,PAT] ou [ACT,ADDR,PAT]</small></small><br>"
ago,"enter a plea, as in courts of law",lilaLemma:88140,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00760576-v"" target=""_blank"">00760576-v</a></small></small><br>",<small><small>categoria:&ensp;comunicação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;advogar, pleitear<br>",,"<small><small>valências:&ensp;[ACT] ou [ACT,PAT]</small></small><br>"
refero,pull back or move away or backward,lilaLemma:122494,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01994442-v"" target=""_blank"">01994442-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,"<small><small>lexemas:</small></small>&ensp;afastar se, recuar, retroceder, voltar atrás<br>",<small><small>conceito:</small>&ensp;andar para trás ou se distanciar ou retroceder</small><br>,"<small><small>valências:&ensp;[ACT,DIR1] ou [ACT,DIR1,PAT] ou [ACT,ORIG,PAT] ou [ACT,PAT] ou [ACT,DIR3] ou [ACT,PAT,DIR1]</small></small><br>"
ago,force to go away; used both with concrete and metaphoric meanings,lilaLemma:88140,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02002720-v"" target=""_blank"">02002720-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,"<small><small>lexemas:</small></small>&ensp;afastar, afugentar, desvanecer, rechaçar, tocar<br>",,"<small><small>valências:&ensp;[ACT,DIR1,PAT] ou [ACT,ORIG,PAT] ou [ACT,PAT] ou [ACT,DIR3,PAT] ou [ACT,PAT,DIR1,DIR3] ou [ACT,ADDR,PAT] ou [ACT,DIR1] ou [ACT,PAT,DIR3]</small></small><br>"
animus,a positive feeling of liking,lilaLemma:89094,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=07544647-n"" target=""_blank"">07544647-n</a></small></small><br>",<small><small>categoria:&ensp;sentimento</small></small><br>,"<small><small>lexemas:</small></small>&ensp;afecção, afeição, afetividade, afeto, amor, apego, carinho<br>",,"<small><small>valências:&ensp;[ACT,PAT] ou [ACT] ou [ACT,PAT,BEN]</small></small><br>"
habeo,have an effect upon,lilaLemma:105044,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00137313-v"" target=""_blank"">00137313-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,"<small><small>lexemas:</small></small>&ensp;afetar, impactar<br>",<small><small>conceito:</small>&ensp;ter um efeito sobre</small><br>,"<small><small>valências:&ensp;[ACT,ADDR,PAT] ou [ACT,PAT]</small></small><br>"
uideo,imagine; conceive of; see in one's mind,lilaLemma:130163,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01635432-v"" target=""_blank"">01635432-v</a></small></small><br>",<small><small>categoria:&ensp;criação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;afigurar, envisionar, figurar, ver, visualizar<br>",<small><small>conceito:</small>&ensp;imaginar; conceber; ver na imaginacao</small><br>,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
dico,report or maintain,lilaLemma:99302,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01016002-v"" target=""_blank"">01016002-v</a></small></small><br>",<small><small>categoria:&ensp;comunicação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;afirmar, alegar, declarar<br>",,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
fero,report or maintain,lilaLemma:103126,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01016002-v"" target=""_blank"">01016002-v</a></small></small><br>",<small><small>categoria:&ensp;comunicação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;afirmar, alegar, declarar<br>",,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
dico,to declare or affirm solemnly and formally as true,lilaLemma:99302,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01011031-v"" target=""_blank"">01011031-v</a></small></small><br>",<small><small>categoria:&ensp;comunicação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;afirmar, asseverar, jurar<br>",<small><small>conceito:</small>&ensp;declarar ou afirmar solenemente e formalmente como verdade</small><br>,"<small><small>valências:&ensp;[ACT,PAT] ou [ACT,ADDR,PAT]</small></small><br>"
