lemma,lila_id,label,upostag,lila_uri,upostag_pt,fl_cat_pt,gen_pt,number_pt,grade_pt,wrList,var_key,ipo_desc,ipo_lemmaKey,dcc_semGrp,dcc_freqRank,LogeionURL
ibi,lilaLemma:106053,ibi,ADV,http://lila-erc.eu/data/id/lemma/106053,advérbio,indeclinável,,,,ibei,,,,Lugar,619,https://logeion.uchicago.edu/ibi
ideo,lilaLemma:106085,ideo,ADV,http://lila-erc.eu/data/id/lemma/106085,advérbio,indeclinável,,,,,,,,,679,https://logeion.uchicago.edu/ideo
ictus,lilaLemma:106103,ictus,NOUN,http://lila-erc.eu/data/id/lemma/106103,substantivo,4ª declinação (tema em -u-),masculino,,,,,,,Violência,819,https://logeion.uchicago.edu/ictus
igitur,lilaLemma:106127,igitur,ADV,http://lila-erc.eu/data/id/lemma/106127,advérbio,indeclinável,,,,,,,,,313,https://logeion.uchicago.edu/igitur
ignis,lilaLemma:106156,ignis,NOUN,http://lila-erc.eu/data/id/lemma/106156,substantivo,3ª declinação (tema em -i-),masculino,,,,,,,Ar e Fogo,151,https://logeion.uchicago.edu/ignis
ille,lilaLemma:106221,ille,DET,http://lila-erc.eu/data/id/lemma/106221,determinante,"1ª classe, pronominal (tema em -a/o-)",,,,"illece, illic, illicci, illici, olle",,,,,8,https://logeion.uchicago.edu/ille
imago,lilaLemma:106319,imago,NOUN,http://lila-erc.eu/data/id/lemma/106319,substantivo,3ª declinação (sem vogal temática),feminino,,,,,,,Visão,754,https://logeion.uchicago.edu/imago
imperator,lilaLemma:106515,imperator,NOUN,http://lila-erc.eu/data/id/lemma/106515,substantivo,3ª declinação (sem vogal temática),masculino,,,"endoperator, impeirator, induperator, inpeirator, inperator",,,,Guerra e Paz,723,https://logeion.uchicago.edu/imperator
imperium,lilaLemma:106532,imperium,NOUN,http://lila-erc.eu/data/id/lemma/106532,substantivo,2ª declinação (tema em -o-),neutro,,,"impeiriom, impeirium, imperiom, inpeiriom, inpeirium, inperiom, inperium",,,,Guerra e Paz,200,https://logeion.uchicago.edu/imperium
impero,lilaLemma:106539,impero,VERB,http://lila-erc.eu/data/id/lemma/106539,verbo,1ª conjugação (tema em -a-),,,,"indupero, inpero",,,,Guerra e Paz,602,https://logeion.uchicago.edu/impero
impetus,lilaLemma:106560,impetus,NOUN,http://lila-erc.eu/data/id/lemma/106560,substantivo,4ª declinação (tema em -u-),masculino,,,inpetus,,,,Violência,421,https://logeion.uchicago.edu/impetus
impleo,lilaLemma:106607,impleo,VERB,http://lila-erc.eu/data/id/lemma/106607,verbo,2ª conjugação (tema em -e-),,,,inpleo,,,,Terra e Água,671,https://logeion.uchicago.edu/impleo
impono,lilaLemma:106633,impono,VERB,http://lila-erc.eu/data/id/lemma/106633,verbo,3ª conjugação (sem vogal temática),,,,inpono,,,,Medidas,437,https://logeion.uchicago.edu/impono
in,lilaLemma:106748,in,ADP,http://lila-erc.eu/data/id/lemma/106748,preposição,indeclinável,,,,"en, endo, im, indu",,,,Lugar,5,https://logeion.uchicago.edu/in
incido,lilaLemma:106954,incido,VERB,http://lila-erc.eu/data/id/lemma/106954,verbo,3ª conjugação (sem vogal temática),,,,,,,,Movimento,871,https://logeion.uchicago.edu/incido
incipio,lilaLemma:106965,incipio,VERB,http://lila-erc.eu/data/id/lemma/106965,verbo,5ª conjugação (tema em -ĭ- breve),,,,,,,,Tempo,411,https://logeion.uchicago.edu/incipio
inde,lilaLemma:107259,inde,ADV,http://lila-erc.eu/data/id/lemma/107259,advérbio,indeclinável,,,,,,,,Lugar,328,https://logeion.uchicago.edu/inde
indico,lilaLemma:107327,indico,VERB,http://lila-erc.eu/data/id/lemma/107327,verbo,1ª conjugação (tema em -a-),,,,,,,,"Discurso, Oratória",980,https://logeion.uchicago.edu/indico
inferus,lilaLemma:107641,inferus,ADJ,http://lila-erc.eu/data/id/lemma/107641,adjetivo,1ª classe (tema em -a/o-),,,,infer,,,,Geografia,428,https://logeion.uchicago.edu/inferus
infero,lilaLemma:107649,infero,VERB,http://lila-erc.eu/data/id/lemma/107649,verbo,irregular,,,,,,,,Guerra e Paz,742,https://logeion.uchicago.edu/infero
ingenium,lilaLemma:107798,ingenium,NOUN,http://lila-erc.eu/data/id/lemma/107798,substantivo,2ª declinação (tema em -o-),neutro,,,ingeniom,,,,"Educação, Conhecimento",387,https://logeion.uchicago.edu/ingenium
ingens,lilaLemma:107799,ingens,ADJ,http://lila-erc.eu/data/id/lemma/107799,adjetivo,2ª classe (sem vogal temática),,,,,,,,Medidas,202,https://logeion.uchicago.edu/ingens
ingratus,lilaLemma:107816,ingratus,ADJ,http://lila-erc.eu/data/id/lemma/107816,adjetivo,1ª classe (tema em -a/o-),,,,,,,,Características pessoais,592,https://logeion.uchicago.edu/ingratus
ingredior,lilaLemma:107822,ingredior,VERB,http://lila-erc.eu/data/id/lemma/107822,verbo,5ª conjugação depoente (tema em -ĭ- breve),,,,"endogredior, indugredior",,,,Movimento,885,https://logeion.uchicago.edu/ingredior
inimicus,lilaLemma:107882,inimicus,ADJ,http://lila-erc.eu/data/id/lemma/107882,adjetivo,1ª classe (tema em -a/o-),,,,,,,,Características pessoais,952,https://logeion.uchicago.edu/inimicus
initium,lilaLemma:107903,initium,NOUN,http://lila-erc.eu/data/id/lemma/107903,substantivo,2ª declinação (tema em -o-),neutro,,,"endoitiom, endoitium, initiom",,,,Tempo,865,https://logeion.uchicago.edu/initium
iniuria,lilaLemma:107914,iniuria,NOUN,http://lila-erc.eu/data/id/lemma/107914,substantivo,1ª declinação (tema em -a-),feminino,,,,,,,Justiça,381,https://logeion.uchicago.edu/iniuria
inquam,lilaLemma:108033,inquam,VERB,http://lila-erc.eu/data/id/lemma/108033,verbo,irregular,,,,inquio,,,,"Discurso, Oratória",163,https://logeion.uchicago.edu/inquam
instituo,lilaLemma:108268,instituo,VERB,http://lila-erc.eu/data/id/lemma/108268,verbo,3ª conjugação (sem vogal temática),,,,,,,,"Fazer, Criar",931,https://logeion.uchicago.edu/instituo
insula,lilaLemma:108308,insula,NOUN,http://lila-erc.eu/data/id/lemma/108308,substantivo,1ª declinação (tema em -a-),feminino,,,,,,,Geografia,908,https://logeion.uchicago.edu/insula
integer,lilaLemma:108350,integer,ADJ,http://lila-erc.eu/data/id/lemma/108350,adjetivo,1ª classe (tema em -a/o-),,,,,,,,Características pessoais,815,https://logeion.uchicago.edu/integer
intellego,lilaLemma:108367,intellego,VERB,http://lila-erc.eu/data/id/lemma/108367,verbo,3ª conjugação (sem vogal temática),,,,intelligo,,,,"Educação, Conhecimento",512,https://logeion.uchicago.edu/intellego
intendo,lilaLemma:108382,intendo,VERB,http://lila-erc.eu/data/id/lemma/108382,verbo,3ª conjugação (sem vogal temática),,,,,,,,Movimento,895,https://logeion.uchicago.edu/intendo
inter,lilaLemma:108392,inter,ADP,http://lila-erc.eu/data/id/lemma/108392,preposição,indeclinável,,,,,,,,Lugar,64,https://logeion.uchicago.edu/inter
interficio,lilaLemma:108471,interficio,VERB,http://lila-erc.eu/data/id/lemma/108471,verbo,5ª conjugação (tema em -ĭ- breve),,,,interfacio,,,,Violência,699,https://logeion.uchicago.edu/interficio
interim,lilaLemma:108499,interim,ADV,http://lila-erc.eu/data/id/lemma/108499,advérbio,indeclinável,,,,,,,,Tempo,693,https://logeion.uchicago.edu/interim
interrogo,lilaLemma:108627,interrogo,VERB,http://lila-erc.eu/data/id/lemma/108627,verbo,1ª conjugação (tema em -a-),,,,,,,,"Discurso, Oratória",953,https://logeion.uchicago.edu/interrogo
intersum,lilaLemma:108661,intersum,VERB,http://lila-erc.eu/data/id/lemma/108661,verbo,irregular,,,,,,,,Lugar,760,https://logeion.uchicago.edu/intersum
intra,lilaLemma:108726,intra,ADP,http://lila-erc.eu/data/id/lemma/108726,preposição,indeclinável,,,,,,,,Lugar,704,https://logeion.uchicago.edu/intra
intro,lilaLemma:108752,intro,VERB,http://lila-erc.eu/data/id/lemma/108752,verbo,1ª conjugação (tema em -a-),,,,intero,,,,Movimento,766,https://logeion.uchicago.edu/intro
inuenio,lilaLemma:108806,inuenio,VERB,http://lila-erc.eu/data/id/lemma/108806,verbo,4ª conjugação (tema em -ī- longo),,,,,,,,Viagem,316,https://logeion.uchicago.edu/inuenio
inuidia,lilaLemma:108842,inuidia,NOUN,http://lila-erc.eu/data/id/lemma/108842,substantivo,1ª declinação (tema em -a-),feminino,,,,,,,Emoções,707,https://logeion.uchicago.edu/inuidia
ipse,lilaLemma:108945,ipse,DET,http://lila-erc.eu/data/id/lemma/108945,determinante,"1ª classe, pronominal (tema em -a/o-)",,,,"eapse, ipsemet, ipsepte, isse",,,,,22,https://logeion.uchicago.edu/ipse
ira,lilaLemma:108949,ira,NOUN,http://lila-erc.eu/data/id/lemma/108949,substantivo,1ª declinação (tema em -a-),feminino,,,eira,,,,Emoções,187,https://logeion.uchicago.edu/ira
irascor,lilaLemma:108954,irascor,VERB,http://lila-erc.eu/data/id/lemma/108954,verbo,3ª conjugação depoente (sem vogal temática),,,,,,,,Emoções,809,https://logeion.uchicago.edu/irascor
idem,lilaLemma:109082,idem,DET,http://lila-erc.eu/data/id/lemma/109082,determinante,pronominal,,,,"eidem, eisdim",,,,,59,https://logeion.uchicago.edu/idem
is,lilaLemma:109083,is,DET,http://lila-erc.eu/data/id/lemma/109083,determinante,pronominal,,,,eis,,,,,13,https://logeion.uchicago.edu/is
iste,lilaLemma:109122,iste,DET,http://lila-erc.eu/data/id/lemma/109122,determinante,"1ª classe, pronominal (tema em -a/o-)",,,,"istece, isthic, istic, isticin, isticine, ste",,,,,81,https://logeion.uchicago.edu/iste
ita,lilaLemma:109126,ita,ADV,http://lila-erc.eu/data/id/lemma/109126,advérbio,indeclinável,,,,,,,,,120,https://logeion.uchicago.edu/ita
itaque,lilaLemma:109129,itaque,ADV,http://lila-erc.eu/data/id/lemma/109129,advérbio,indeclinável,,,,,,,,,208,https://logeion.uchicago.edu/itaque
item,lilaLemma:109131,item,ADV,http://lila-erc.eu/data/id/lemma/109131,advérbio,indeclinável,,,,,,,,,932,https://logeion.uchicago.edu/item
iter,lilaLemma:109132,iter,NOUN,http://lila-erc.eu/data/id/lemma/109132,substantivo,3ª declinação (sem vogal temática),neutro,,,itiner,,,,Viagem,230,https://logeion.uchicago.edu/iter
iterum,lilaLemma:109138,iterum,ADV,http://lila-erc.eu/data/id/lemma/109138,advérbio,indeclinável,,,,,,,,Tempo,758,https://logeion.uchicago.edu/iterum
iubeo,lilaLemma:109152,iubeo,VERB,http://lila-erc.eu/data/id/lemma/109152,verbo,2ª conjugação (tema em -e-),,,,"ioubeo, iuueo",,,,Justiça,84,https://logeion.uchicago.edu/iubeo
iudex,lilaLemma:109161,iudex,NOUN,http://lila-erc.eu/data/id/lemma/109161,substantivo,3ª declinação (sem vogal temática),masculino,,,ioudex,,,,Justiça,839,https://logeion.uchicago.edu/iudex
iudicium,lilaLemma:109170,iudicium,NOUN,http://lila-erc.eu/data/id/lemma/109170,substantivo,2ª declinação (tema em -o-),neutro,,,"ioudiciom, ioudicium, iudiciom",,,,Justiça,749,https://logeion.uchicago.edu/iudicium
iudico,lilaLemma:109171,iudico,VERB,http://lila-erc.eu/data/id/lemma/109171,verbo,1ª conjugação (tema em -a-),,,,ioudico,,,,Justiça,565,https://logeion.uchicago.edu/iudico
iugum,lilaLemma:109202,iugum,NOUN,http://lila-erc.eu/data/id/lemma/109202,substantivo,2ª declinação (tema em -o-),neutro,,,iugom,,,,Plantas e Animais,335,https://logeion.uchicago.edu/iugum
iungo,lilaLemma:109224,iungo,VERB,http://lila-erc.eu/data/id/lemma/109224,verbo,3ª conjugação (sem vogal temática),,,,,,,,"Fazer, Criar",513,https://logeion.uchicago.edu/iungo
iuro,lilaLemma:109249,iuro,VERB,http://lila-erc.eu/data/id/lemma/109249,verbo,1ª conjugação (tema em -a-),,,,iouro,,,,Justiça,896,https://logeion.uchicago.edu/iuro
ius,lilaLemma:109252,ius,NOUN,http://lila-erc.eu/data/id/lemma/109252,substantivo,3ª declinação (sem vogal temática),neutro,,,"ious, iuus",,,,Justiça,314,https://logeion.uchicago.edu/ius
iustus,lilaLemma:109268,iustus,ADJ,http://lila-erc.eu/data/id/lemma/109268,adjetivo,1ª classe (tema em -a/o-),,,,,,,,Justiça,770,https://logeion.uchicago.edu/iustus
iuuo,lilaLemma:109294,iuuo,VERB,http://lila-erc.eu/data/id/lemma/109294,verbo,1ª conjugação (tema em -a-),,,,,,,,Sociedade,390,https://logeion.uchicago.edu/iuuo
labor,lilaLemma:109621,labor,NOUN,http://lila-erc.eu/data/id/lemma/109621,substantivo,3ª declinação (sem vogal temática),masculino,,,labos,,,,"Negócios, Dinheiro",201,https://logeion.uchicago.edu/labor
laboro,lilaLemma:109625,laboro,VERB,http://lila-erc.eu/data/id/lemma/109625,verbo,1ª conjugação (tema em -a-),,,,,,,,"Negócios, Dinheiro",900,https://logeion.uchicago.edu/laboro
lacrima,lilaLemma:109669,lacrima,NOUN,http://lila-erc.eu/data/id/lemma/109669,substantivo,1ª declinação (tema em -a-),feminino,,,"dacrima, dacruma, lachrima, lachruma, lachryma, lacruma, lacryma",,,,Emoções,354,https://logeion.uchicago.edu/lacrima
laedo,lilaLemma:109718,laedo,VERB,http://lila-erc.eu/data/id/lemma/109718,verbo,3ª conjugação (sem vogal temática),,,,,,,,Violência,783,https://logeion.uchicago.edu/laedo
laetus,lilaLemma:109739,laetus,ADJ,http://lila-erc.eu/data/id/lemma/109739,adjetivo,1ª classe (tema em -a/o-),,,,,,,,Emoções,262,https://logeion.uchicago.edu/laetus
lapis,lilaLemma:109911,lapis,NOUN,http://lila-erc.eu/data/id/lemma/109911,substantivo,3ª declinação (tema em -i-),masculino,,,,,,,Terra e Água,840,https://logeion.uchicago.edu/lapis
locus,lilaLemma:110019,locus,NOUN,http://lila-erc.eu/data/id/lemma/110019,substantivo,2ª declinação (tema em -o-),masculino,,,stlocus,,,,Geografia,62,https://logeion.uchicago.edu/locus
latus2,lilaLemma:110053,latus,ADJ,http://lila-erc.eu/data/id/lemma/110053,adjetivo,1ª classe (tema em -a/o-),,,,,,,,Medidas,824,https://logeion.uchicago.edu/latus
latus,lilaLemma:110056,latus,NOUN,http://lila-erc.eu/data/id/lemma/110056,substantivo,3ª declinação (sem vogal temática),neutro,,,,,,,Corpo,382,https://logeion.uchicago.edu/latus
laudo,lilaLemma:110078,laudo,VERB,http://lila-erc.eu/data/id/lemma/110078,verbo,1ª conjugação (tema em -a-),,,,,,,,Sociedade,435,https://logeion.uchicago.edu/laudo
laus,lilaLemma:110103,laus,NOUN,http://lila-erc.eu/data/id/lemma/110103,substantivo,3ª declinação (sem vogal temática),feminino,,,,,,,Sociedade,444,https://logeion.uchicago.edu/laus
legio,lilaLemma:110166,legio,NOUN,http://lila-erc.eu/data/id/lemma/110166,substantivo,3ª declinação (sem vogal temática),feminino,,,lecio,,,,Guerra e Paz,370,https://logeion.uchicago.edu/legio
lego,lilaLemma:110177,lego,VERB,http://lila-erc.eu/data/id/lemma/110177,verbo,3ª conjugação (sem vogal temática),,,,,,,,Cultura literária,419,https://logeion.uchicago.edu/lego
legatus,lilaLemma:110178,legatus,NOUN,http://lila-erc.eu/data/id/lemma/110178,substantivo,2ª declinação (tema em -o-),masculino,,,,,,,Guerra e Paz,464,https://logeion.uchicago.edu/legatus
leuis,lilaLemma:110327,leuis,ADJ,http://lila-erc.eu/data/id/lemma/110327,adjetivo,2ª classe (tema em -i-),,,,,,,,Medidas,220,https://logeion.uchicago.edu/leuis
lex,lilaLemma:110351,lex,NOUN,http://lila-erc.eu/data/id/lemma/110351,substantivo,3ª declinação (sem vogal temática),feminino,,,lexs,,,,Justiça,264,https://logeion.uchicago.edu/lex
liber,lilaLemma:110381,liber,ADJ,http://lila-erc.eu/data/id/lemma/110381,adjetivo,1ª classe (tema em -a/o-),,,,"leber, leiber",,,,Justiça,229,https://logeion.uchicago.edu/liber
liber2,lilaLemma:110382,liber,NOUN,http://lila-erc.eu/data/id/lemma/110382,substantivo,2ª declinação (tema em -o-),masculino,,,,,,,Cultura literária,901,https://logeion.uchicago.edu/liber
libertas,lilaLemma:110394,libertas,NOUN,http://lila-erc.eu/data/id/lemma/110394,substantivo,3ª declinação (sem vogal temática),feminino,,,"leibertas, loebertas",,,,Cidade,495,https://logeion.uchicago.edu/libertas
libet,lilaLemma:110402,libet,VERB,http://lila-erc.eu/data/id/lemma/110402,verbo,2ª conjugação impessoal (tema em -e-),,,,lubet,,,,Sociedade,729,https://logeion.uchicago.edu/libet
libido,lilaLemma:110407,libido,NOUN,http://lila-erc.eu/data/id/lemma/110407,substantivo,3ª declinação (sem vogal temática),feminino,,,lubido,,,,Amor,761,https://logeion.uchicago.edu/libido
licet,lilaLemma:110432,licet,VERB,http://lila-erc.eu/data/id/lemma/110432,verbo,2ª conjugação impessoal (tema em -e-),,,,,,,,Justiça,175,https://logeion.uchicago.edu/licet
limen,lilaLemma:110503,limen,NOUN,http://lila-erc.eu/data/id/lemma/110503,substantivo,3ª declinação (sem vogal temática),neutro,,,,,,,Casa,516,https://logeion.uchicago.edu/limen
lingua,lilaLemma:110562,lingua,NOUN,http://lila-erc.eu/data/id/lemma/110562,substantivo,1ª declinação (tema em -a-),feminino,,,dingua,,,,Corpo,732,https://logeion.uchicago.edu/lingua
littera,lilaLemma:110668,littera,NOUN,http://lila-erc.eu/data/id/lemma/110668,substantivo,1ª declinação (tema em -a-),feminino,,,"leitera, litera",,,,Cultura literária,710,https://logeion.uchicago.edu/littera
litus,lilaLemma:110686,litus,NOUN,http://lila-erc.eu/data/id/lemma/110686,substantivo,3ª declinação (sem vogal temática),neutro,,,"littus, tittus",,,,Geografia,245,https://logeion.uchicago.edu/litus
longus,lilaLemma:110796,longus,ADJ,http://lila-erc.eu/data/id/lemma/110796,adjetivo,1ª classe (tema em -a/o-),,,,,,,,Medidas,142,https://logeion.uchicago.edu/longus
loquor,lilaLemma:110805,loquor,VERB,http://lila-erc.eu/data/id/lemma/110805,verbo,3ª conjugação depoente (sem vogal temática),,,,,,,,"Discurso, Oratória",310,https://logeion.uchicago.edu/loquor
lumen,lilaLemma:110960,lumen,NOUN,http://lila-erc.eu/data/id/lemma/110960,substantivo,3ª declinação (sem vogal temática),neutro,,,,,,,Visão,375,https://logeion.uchicago.edu/lumen
luna,lilaLemma:110964,luna,NOUN,http://lila-erc.eu/data/id/lemma/110964,substantivo,1ª declinação (tema em -a-),feminino,,,,,,,Ar e Fogo,902,https://logeion.uchicago.edu/luna
lux,lilaLemma:111048,lux,NOUN,http://lila-erc.eu/data/id/lemma/111048,substantivo,3ª declinação (sem vogal temática),feminino,,,,,,,Ar e Fogo,299,https://logeion.uchicago.edu/lux
lateo,lilaLemma:111102,lateo,VERB,http://lila-erc.eu/data/id/lemma/111102,verbo,2ª conjugação (tema em -e-),,,,,,,,Engano,695,https://logeion.uchicago.edu/lateo
maestus,lilaLemma:111257,maestus,ADJ,http://lila-erc.eu/data/id/lemma/111257,adjetivo,1ª classe (tema em -a/o-),,,,moestus,,,,Emoções,669,https://logeion.uchicago.edu/maestus
magis,lilaLemma:111271,magis,ADV,http://lila-erc.eu/data/id/lemma/111271,advérbio,indeclinável,,,,"mage, magi",,,,,90,https://logeion.uchicago.edu/magis
magister,lilaLemma:111274,magister,NOUN,http://lila-erc.eu/data/id/lemma/111274,substantivo,2ª declinação (tema em -o-),masculino,,,"macister, magester",,,,"Educação, Conhecimento",933,https://logeion.uchicago.edu/magister
maritus,lilaLemma:111312,maritus,NOUN,http://lila-erc.eu/data/id/lemma/111312,substantivo,2ª declinação (tema em -o-),masculino,,,,,,,Família,654,https://logeion.uchicago.edu/maritus
magnitudo,lilaLemma:111317,magnitudo,NOUN,http://lila-erc.eu/data/id/lemma/111317,substantivo,3ª declinação (sem vogal temática),feminino,,,,,,,Medidas,672,https://logeion.uchicago.edu/magnitudo
magnus,lilaLemma:111319,magnus,ADJ,http://lila-erc.eu/data/id/lemma/111319,adjetivo,1ª classe (tema em -a/o-),,,,,,,,Medidas,25,https://logeion.uchicago.edu/magnus
malo,lilaLemma:111408,malo,VERB,http://lila-erc.eu/data/id/lemma/111408,verbo,irregular,,,,mauolo,,,,Emoções,598,https://logeion.uchicago.edu/malo
malus,lilaLemma:111418,malus,ADJ,http://lila-erc.eu/data/id/lemma/111418,adjetivo,1ª classe (tema em -a/o-),,,,,,,,Características pessoais,227,https://logeion.uchicago.edu/malus
maneo,lilaLemma:111485,maneo,VERB,http://lila-erc.eu/data/id/lemma/111485,verbo,2ª conjugação (tema em -e-),,,,,,,,Viagem,357,https://logeion.uchicago.edu/maneo
manus,lilaLemma:111585,manus,NOUN,http://lila-erc.eu/data/id/lemma/111585,substantivo,4ª declinação (tema em -u-),feminino,,,,,,,Corpo,48,https://logeion.uchicago.edu/manus
mare,lilaLemma:111604,mare,NOUN,http://lila-erc.eu/data/id/lemma/111604,substantivo,3ª declinação (tema em -i-),neutro,,,,,,,Terra e Água,125,https://logeion.uchicago.edu/mare
mater,lilaLemma:111688,mater,NOUN,http://lila-erc.eu/data/id/lemma/111688,substantivo,3ª declinação (sem vogal temática),feminino,,,,,,,Família,127,https://logeion.uchicago.edu/mater
materia,lilaLemma:111691,materia,NOUN,http://lila-erc.eu/data/id/lemma/111691,substantivo,1ª declinação (tema em -a-),feminino,,,,,,,"Discurso, Oratória",857,https://logeion.uchicago.edu/materia
