lemma,lila_id,entry_id,bibref,pdfurl,clpurl,pubyear,prefix,form_lemma,subClass,senseGroup,ontolex.canonicalForm,rdfs.label,PRE.note,lexinfo.note,skos.note,POS.note,form_pre,form_note
erro,lilaLemma:101465,Cardoso1570.n06907.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Erro</b> -<b>as</b>,ontolex:Word,Cardoso1570.n06907.sg01,lilaLemma:101465,erro,,,,,,
erythinus,lilaLemma:102657,Fonseca1798.n10451.e02,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Erythrinus</b> <small>l</small> -<b>i</b> <small>l</small>,ontolex:Word,Fonseca1798.n10451.sg01,lilaLemma:102657,erythrinus,l.,m.,,,l.,m.
sum,lilaLemma:126689,Faria1994.n11380.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>escit</b>,,Faria1994.n11380.sg01,lilaLemma:126689,,,"= erit. fut. imperf. de sum Lucr. 1, 619.",,,,"= erit. fut. imperf. de sum Lucr. 1, 619."
sum,lilaLemma:126689,Faria1994.n11384.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>escunt</b>,,Faria1994.n11384.sg01,lilaLemma:126689,,,"= erunt, fut. imperf. de sum Cíc. leg. 2, 60.",,,,"= erunt, fut. imperf. de sum Cíc. leg. 2, 60."
sum,lilaLemma:126689,Faria1994.n11392.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>esse</b>,,Faria1994.n11392.sg01,lilaLemma:126689,,,inf. pres. de sum e de edo.,,,,inf. pres. de sum e de edo.
sum,lilaLemma:126689,Faria1994.n11401.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>est</b>,,Faria1994.n11401.sg01,lilaLemma:126689,,,3ª pess. sing. do ind. pres. de sum e de edo 1.,,,,3ª pess. sing. do ind. pres. de sum e de edo 1.
sum,lilaLemma:126689,Faria1994.n11402.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>esto</b>,,Faria1994.n11402.sg01,lilaLemma:126689,,,2ª e 3ª pess. sing. imperativo fut. de sum.,,,,2ª e 3ª pess. sing. imperativo fut. de sum.
et,lilaLemma:101542,Cardoso1570.n06957.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Et</b>,ontolex:Word,Cardoso1570.n06957.sg01,lilaLemma:101542,et,,coniunctio.,,,,coniunctio.
et,lilaLemma:101542,Velez1744.n1214.e01,"VELEZ, António. ‘Index totius artis.’ In: Emmanuelis Alvari S. J. De Institutione Grammatica Libri Tres. Eborae: Typographia Academiae, 1744. pp. 366–661.",http://purl.pt/14821,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=8&Edicao=9,1744,Velez,<b>Et</b>,ontolex:Word,Velez1744.n1214.sg01,lilaLemma:101542,et,,Conjunct.,,114. 14.,,Conjunct.
et2,lilaLemma:101541,Velez1744.n1214.e02,"VELEZ, António. ‘Index totius artis.’ In: Emmanuelis Alvari S. J. De Institutione Grammatica Libri Tres. Eborae: Typographia Academiae, 1744. pp. 366–661.",http://purl.pt/14821,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=8&Edicao=9,1744,Velez,<b>Et</b>,ontolex:Word,Velez1744.n1214.sg02,lilaLemma:101541,et,,,,,,
et,lilaLemma:101542,Fonseca1798.n10490.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Et</b>,ontolex:Word,Fonseca1798.n10490.sg01,lilaLemma:101542,et,,conjunç.,,,,conjunç.
et2,lilaLemma:101541,Fonseca1798.n10490.e02,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Et</b>,ontolex:Word,Fonseca1798.n10490.sg02,lilaLemma:101541,et,,,,,,
etiam,lilaLemma:101554,Cardoso1570.n06946.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Etiam</b>,ontolex:Word,Cardoso1570.n06946.sg01,lilaLemma:101554,etiam,,coniunctio.,,,,coniunctio.
etiam,lilaLemma:101554,Cardoso1570.n06949.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Etiam</b>,ontolex:Word,Cardoso1570.n06949.sg01,lilaLemma:101554,etiam,,,,,,
etiam,lilaLemma:101554,Velez1744.n1218.e01,"VELEZ, António. ‘Index totius artis.’ In: Emmanuelis Alvari S. J. De Institutione Grammatica Libri Tres. Eborae: Typographia Academiae, 1744. pp. 366–661.",http://purl.pt/14821,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=8&Edicao=9,1744,Velez,<b>Etiam</b>,ontolex:Word,Velez1744.n1218.sg01,lilaLemma:101554,etiam,,Conjunct.,1. 2. b.,112. 19.,,Conjunct. 1. 2. b.
etiam,lilaLemma:101554,Velez1744.n1218.e10,"VELEZ, António. ‘Index totius artis.’ In: Emmanuelis Alvari S. J. De Institutione Grammatica Libri Tres. Eborae: Typographia Academiae, 1744. pp. 366–661.",http://purl.pt/14821,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=8&Edicao=9,1744,Velez,<b>Etiam</b>,ontolex:Word,Velez1744.n1218.sg10,lilaLemma:101554,etiam,,Adverb. respondendi affirmativè,1. 2. b.,,,Adverb. respondendi affirmativè 1. 2. b.
etiam,lilaLemma:101554,Fonseca1798.n10502.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Etiam</b>,ontolex:Word,Fonseca1798.n10502.sg01,lilaLemma:101554,etiam,,conjunç.,,,,conjunç.
etiam,lilaLemma:101554,Faria1994.n11430.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>etĭam</b>,,Faria1994.n11430.sg01,lilaLemma:101554,,,conj.,,,,conj.
is,lilaLemma:109083,Faria1994.n11478.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>eum</b>,,Faria1994.n11478.sg01,lilaLemma:109083,,,acus. de is.,,,,acus. de is.
idem,lilaLemma:109082,Faria1994.n11480.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>eūmdem</b>,,Faria1994.n11480.sg01,lilaLemma:109082,,,acus. sing. m. de idem.,,,,acus. sing. m. de idem.
ipse,lilaLemma:108945,Faria1994.n11487.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>eūmpse</b>,,Faria1994.n11487.sg01,lilaLemma:108945,,,"= ipsum, v. is.",,,,"= ipsum, v. is."
euhoe,lilaLemma:101629,Fonseca1798.n10595.e02,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Evohe</b> <small>l</small>,ontolex:Word,Fonseca1798.n10595.sg01,lilaLemma:101629,euohe,l.,,v. Evhoe.,,l.,v. Evhoe.
euolo,lilaLemma:101667,Velez1744.n1230.e10,"VELEZ, António. ‘Index totius artis.’ In: Emmanuelis Alvari S. J. De Institutione Grammatica Libri Tres. Eborae: Typographia Academiae, 1744. pp. 366–661.",http://purl.pt/14821,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=8&Edicao=9,1744,Velez,<b>Evolo</b> -<b>as</b>,ontolex:Word,Velez1744.n1230.sg10,lilaLemma:101667,euolo,Est item,,,,Est item,
euoluo,lilaLemma:101670,Fonseca1798.n10600.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Evolvo</b> -<b>is</b> -<b>vi</b> -<b>olutum</b> -<b>ere</b>,ontolex:Word,Fonseca1798.n10600.sg01,lilaLemma:101670,euoluo,,,,,,
ex,lilaLemma:101716,Cardoso1570.n07005.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Ex</b>,ontolex:Word,Cardoso1570.n07005.sg01,lilaLemma:101716,ex,,praepositio.,,,,praepositio.
ex,lilaLemma:101716,Velez1744.n1235.e01,"VELEZ, António. ‘Index totius artis.’ In: Emmanuelis Alvari S. J. De Institutione Grammatica Libri Tres. Eborae: Typographia Academiae, 1744. pp. 366–661.",http://purl.pt/14821,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=8&Edicao=9,1744,Velez,<b>Ex</b>,ontolex:Word,Velez1744.n1235.sg01,lilaLemma:101716,ex,,Praepos.,"In compositione, si sequatur f, mutatur x in f, ut: Effero, quod in supino Elatum abjicitur: aliquandò sequens s extèritur: Exero, Exolvo, & c.",111. 17.,,"Praepos. In compositione, si sequatur f, mutatur x in f, ut: Effero, quod in supino Elatum abjicitur: aliquandò sequens s extèritur: Exero, Exolvo, & c."
ex,lilaLemma:101716,Fonseca1798.n10633.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Ex</b>,ontolex:Word,Fonseca1798.n10633.sg01,lilaLemma:101716,ex,,prep. de ablat.,,,,prep. de ablat.
ex,lilaLemma:101716,Faria1994.n11629.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>ex</b> <br> <b>ē</b> <br> <b>ec</b>,,Faria1994.n11629.sg01,lilaLemma:101716,,,prep. e prevérbio,"Obs.: I - Como prevérbio ex: 1 É constante antes de vogal e de consoantes: examinare, extollere. 2 Toma a forma ec antes de f: ecferre = efferre, com assimilação do c e do prevérbio. 3 Toma a forma e antes de b, d, g, l, m, n, r, «i» consoante e «u» consoante: egredi, eligere, emittere. 4 Subsiste antes de s, c, qu: exsequi, excutere, exquirere. 5 e ou ex. antes de p: expers. II - Na composição ex designa: 1 Ideia de saída exire, sair de, algumas vezes com ideia acéssória de baixo para cima: extollere, elevar, levantar. 2 Ideia de ausência, privação: expers, que não tem parte em, falto de. 3 Ideia de acabamento: ebihere, beber até o fim, esvaziar. Neste emprego a força do provérbio é, muitas vezes, enfraquecida e o composto tem o mesmo sentido que o simples: vincio e evincio, cingir, ligar, atar. 4 Serve para reforçar formas adverbiais: exadversus adv., «defronte de, em frente a». Como preposição, o emprego de ex obedece as mesmas regras enumeradas para o emprego de ex prevérbio, sendo porém, de se notar que são estas menos estritas, sendo a forma ex a preferida na língua falada e e de uso corrente na língua escrita.",,,"prep. e prevérbio <br> Obs.: I - Como prevérbio ex: 1 É constante antes de vogal e de consoantes: examinare, extollere. 2 Toma a forma ec antes de f: ecferre = efferre, com assimilação do c e do prevérbio. 3 Toma a forma e antes de b, d, g, l, m, n, r, «i» consoante e «u» consoante: egredi, eligere, emittere. 4 Subsiste antes de s, c, qu: exsequi, excutere, exquirere. 5 e ou ex. antes de p: expers. II - Na composição ex designa: 1 Ideia de saída exire, sair de, algumas vezes com ideia acéssória de baixo para cima: extollere, elevar, levantar. 2 Ideia de ausência, privação: expers, que não tem parte em, falto de. 3 Ideia de acabamento: ebihere, beber até o fim, esvaziar. Neste emprego a força do provérbio é, muitas vezes, enfraquecida e o composto tem o mesmo sentido que o simples: vincio e evincio, cingir, ligar, atar. 4 Serve para reforçar formas adverbiais: exadversus adv., «defronte de, em frente a». Como preposição, o emprego de ex obedece as mesmas regras enumeradas para o emprego de ex prevérbio, sendo porém, de se notar que são estas menos estritas, sendo a forma ex a preferida na língua falada e e de uso corrente na língua escrita."
exactus,lilaIpoLemma:15223,Velez1744.n1257.e20,"VELEZ, António. ‘Index totius artis.’ In: Emmanuelis Alvari S. J. De Institutione Grammatica Libri Tres. Eborae: Typographia Academiae, 1744. pp. 366–661.",http://purl.pt/14821,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=8&Edicao=9,1744,Velez,<b>Exactus</b> -<b>a</b> -<b>um</b>,ontolex:Word,Velez1744.n1257.sg20,lilaIpoLemma:15223,exactus,At,nomen,,,At,nomen
exactus,lilaIpoLemma:15223,Cardoso1570.n07009.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Exactus</b> -<b>a</b> <b>um</b>,ontolex:Word,Cardoso1570.n07009.sg01,lilaIpoLemma:15223,exactus,,,,,,
exaduersum,lilaLemma:101733,Fonseca1798.n10649.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Exadversus</b>,ontolex:Word,Fonseca1798.n10649.sg01,lilaLemma:101733,exaduersus,,adv.,,,,adv.
examen,lilaLemma:101762,Cardoso1570.n07029.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Examen</b> <b>inis</b>,ontolex:Word,Cardoso1570.n07029.sg01,lilaLemma:101762,examen,,,,,,
excalefacio,lilaLemma:101826,Fonseca1798.n10722.e02,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Excalfacio</b> <small>l</small> -<b>is</b> <small>l</small> -<b>feci</b> -<b>factum</b> -<b>ere</b>,ontolex:Word,Fonseca1798.n10722.sg01,lilaLemma:101826,excalfacio,l.,,,,l.,
excedo,lilaLemma:101838,Cardoso1570.n07074.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Excedo</b> <b>is</b> -<b>essi</b> -<b>essum</b>,ontolex:Word,Cardoso1570.n07074.sg01,lilaLemma:101838,excedo,,,,,,
excipio,lilaLemma:101865,Cardoso1570.n07089.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Excipio</b> <b>is</b> <b>caepi</b> -<b>eptum</b>,ontolex:Word,Cardoso1570.n07089.sg01,lilaLemma:101865,excipio,,,,,,
excitus2,lilaIpoLemma:15021,Fonseca1798.n10777.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Excitus</b> -<b>a</b> -<b>um</b>,ontolex:Word,Fonseca1798.n10777.sg01,lilaIpoLemma:15021,excitus,,Ovid. part. de Excio.,,,,Ovid. part. de Excio.
excogitatus,lilaIpoLemma:15049,Fonseca1798.n10789.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Excogitatus</b> -<b>a</b> -<b>um</b> <small>Suet</small> -<b>tissimus</b>,ontolex:Word,Fonseca1798.n10789.sg01,lilaIpoLemma:15049,excogitatus,,Cic. part. de Excogito,,,,Cic. part. de Excogito
excussor,lilaLemma:50590,Cardoso1570.n07152.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Excussor</b> <b>oris</b>,ontolex:Word,Cardoso1570.n07152.sg01,lilaLemma:50590,excussor,,,,,,
exemplar,lilaLemma:101972,Fonseca1798.n10851.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Exemplare</b> -<b>is</b>,ontolex:Word,Fonseca1798.n10851.sg01,lilaLemma:101972,exemplare,,n.,,&,,n.
exercitus,lilaLemma:101960,Faria1994.n11825.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>exercĭti</b>,,Faria1994.n11825.sg01,lilaLemma:101960,,,"gen., v. exercĭtus 2.",,,,"gen., v. exercĭtus 2."
exercitus,lilaLemma:101960,Fonseca1798.n10881.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Exercitus</b> -<b>us</b>,ontolex:Word,Fonseca1798.n10881.sg01,lilaLemma:101960,exercitus,,m.,,,,m.
exercitus,lilaLemma:101960,Cardoso1570.n07201.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Exercitus</b> <b>us</b>,ontolex:Word,Cardoso1570.n07201.sg01,lilaLemma:101960,exercitus,,,,,,
