lemma,lila_id,source,entry_id,senseGroup,sense_prefix,sense_predef,sense_def,sense_posdef
olim,lilaLemma:114887,Faria,Faria1994.n21501.e01,Faria1994.n21501.sg01,3,Empregos particulares:,há muito tempo,"Sên. Ep .. 77, 3;"
olim,lilaLemma:114887,Fonseca,Fonseca1798.n20213.e01,Fonseca1798.n20213.sg01,3,Virg.,ha muito tempo.,
modo,lilaLemma:113289,Fonseca,Fonseca1798.n18494.e01,Fonseca1798.n18494.sg01,1,Cic.,"ha pouco, algumas vezes, na verdade, com tanto que, sómente, ao menos.",
bonus,lilaLemma:91782,Faria,Faria1994.n04249.e01,Faria1994.n04249.sg01,8,II-Sent. figurado,Hábil,"poético com infinitivo Verg. Buc. 5, 1."
dexter,lilaLemma:97855,Faria,Faria1994.n09630.e01,Faria1994.n09630.sg01,3,II-Sent. figurado,"Hábil, destro","Verg. En. 4, 294."
felix,lilaLemma:103068,Faria,Faria1994.n12576.e01,Faria1994.n12576.sg01,6,III-Sent. figurado:,"Hábil, que tem talento","Verg. En. 9, 772."
ars,lilaLemma:90089,Faria,Faria1994.n02928.e01,Faria1994.n02928.sg01,2,,"Habilidade adquirida pelo estudo ou pela prática, conhecimento técnico","Cíc. De Or. 1, 115."
mundus,lilaLemma:113024,Faria,Faria1994.n19977.e01,Faria1994.n19977.sg01,4,II-Sent. figurado:,"Habitantes da terra, humanidade","Hor. Sát. 1, 3, 112."
homo,lilaLemma:105624,Faria,Faria1994.n14543.e01,Faria1994.n14543.sg01,5,"Por extensão, no pl.:","Habitantes, cidadãos","T. Lív. 34, 45, I."
colo,lilaLemma:94916,Faria,Faria1994.n06448.e01,Faria1994.n06448.sg01,1,,"Habitar, morar","Cíc. Fam. 2, 12, 2."
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,13,,"habitar, morar;",
colo,lilaLemma:94916,Fonseca,Fonseca1798.n05465.e01,Fonseca1798.n05465.sg01,3,,"habitar, morar.",
moror,lilaLemma:112802,Fonseca,Fonseca1798.n18659.e01,Fonseca1798.n18659.sg01,4,,"habitar, morar.",
habeo,lilaLemma:105044,Fonseca,Fonseca1798.n13130.e01,Fonseca1798.n13130.sg01,2,,habitar.,
teneo,lilaLemma:127822,Fonseca,Fonseca1798.n29988.e01,Fonseca1798.n29988.sg01,2,Liv.,habitar.,
compono,lilaLemma:95367,Faria,Faria1994.n06761.e01,Faria1994.n06761.sg01,8,II-Do sent. de “por juntamente” decorrem:,"Harmonizar, conformar, apaziguar, acalmar","Tác. Hist. 4, 3."
supersum,lilaLemma:126965,Faria,Faria1994.n30889.e01,Faria1994.n30889.sg01,3,II-Sent. figurado:,"Haver em abundância, superabundar","Cíc. Fam. 13, 63, 2."
uaco,lilaLemma:129468,Faria,Faria1994.n33193.e01,Faria1994.n33193.sg01,5,II-Impessoalmente:,"Haver tempo para, ser lícito, ser permitido","Verg. En. 1, 373:"
gero,lilaLemma:104536,Velez,Velez1744.n1455.e01,Velez1744.n1455.sg01,2,"cum accus. se, significa",haver-se,
nauis,lilaLemma:113460,Cardoso,Cardoso1570.n14592.e01,Cardoso1570.n14592.sg01,1,,he hũa alimaria chamada per outro nome camelo pardalis. vulgo girafa,
res,lilaLemma:121868,Fonseca,Fonseca1798.n25883.e01,Fonseca1798.n25883.sg01,6,,"herança, patrimonio.",
rus,lilaLemma:122296,Velez,Velez1744.n3013.e01,Velez1744.n3013.sg01,2,,herdade,
moror,lilaLemma:112802,Faria,Faria1994.n19845.e01,Faria1994.n19845.sg01,4,B-Tr.:,Hesitar .,"Cíc. Phil. 5, 33."
hinc,lilaLemma:105454,Faria,Faria1994.n14447.e01,Faria1994.n14447.sg01,7,Donde:,"hinc... illinc ou hinc ... hinc, de um lado ... de outro",Cíc. Cat. 2. 25.
memoria,lilaLemma:112000,Fonseca,Fonseca1798.n18134.e01,Fonseca1798.n18134.sg01,3,,historia dos tempos.,
fabula,lilaLemma:102732,Fonseca,Fonseca1798.n11410.e01,Fonseca1798.n11410.sg01,3,Varr.,"historia, conto.",
memoria,lilaLemma:112000,Faria,Faria1994.n19260.e01,Faria1994.n19260.sg01,5,II-Sents. diversos:,"História, relação, anais, narração",Cic. Br. 14.
caelum,lilaLemma:92231,Cardoso,Cardoso1570.n02980.e01,Cardoso1570.n02980.sg01,1,,ho aar,
iniuria,lilaLemma:107914,Cardoso,Cardoso1570.n10614.e01,Cardoso1570.n10614.sg01,1,,ho agrauo,
ara,lilaLemma:89737,Cardoso,Cardoso1570.n01846.e01,Cardoso1570.n01846.sg01,1,,ho altar,
animal,lilaLemma:89082,Cardoso,Cardoso1570.n01462.e01,Cardoso1570.n01462.sg01,1,,ho animal,
animus,lilaLemma:89094,Cardoso,Cardoso1570.n01450.e01,Cardoso1570.n01450.sg01,1,,ho animo. ou alma,
arbor,lilaLemma:89780,Cardoso,Cardoso1570.n01879.e01,Cardoso1570.n01879.sg01,1,,ho aruore,
sedes,lilaLemma:124005,Cardoso,Cardoso1570.n21902.e01,Cardoso1570.n21902.sg01,1,,ho assento. ou cesso do pousadeyro,
caput,lilaLemma:92796,Cardoso,Cardoso1570.n03295.e01,Cardoso1570.n03295.sg01,1,,ho autor. ou principal de qualquer negocio,
nemus,lilaLemma:113577,Cardoso,Cardoso1570.n14866.e01,Cardoso1570.n14866.sg01,1,,ho bosque,
silua,lilaLemma:124801,Cardoso,Cardoso1570.n22504.e01,Cardoso1570.n22504.sg01,1,,ho bosque. ou montanha,
coma,lilaLemma:95002,Cardoso,Cardoso1570.n04159.e01,Cardoso1570.n04159.sg01,1,,ho cabello,
iter,lilaLemma:109132,Cardoso,Cardoso1570.n11519.e01,Cardoso1570.n11519.sg01,1,,ho caminho,
uia,lilaLemma:130088,Cardoso,Cardoso1570.n25671.e01,Cardoso1570.n25671.sg01,1,,ho caminho dos carros,
uia,lilaLemma:130088,Cardoso,Cardoso1570.n26059.e01,Cardoso1570.n26059.sg01,1,,ho caminho. ou rua,
aruum,lilaLemma:90169,Cardoso,Cardoso1570.n02116.e01,Cardoso1570.n02116.sg01,1,,ho campo que se laura,
campus,lilaLemma:93945,Cardoso,Cardoso1570.n03103.e01,Cardoso1570.n03103.sg01,1,,ho campo raso,
rus,lilaLemma:122296,Cardoso,Cardoso1570.n21127.e01,Cardoso1570.n21127.sg01,1,,ho campo. ou quinta,
canis,lilaLemma:92575,Cardoso,Cardoso1570.n03146.e01,Cardoso1570.n03146.sg01,1,,ho cão. ou cadella,
imperator,lilaLemma:106515,Cardoso,Cardoso1570.n09723.e01,Cardoso1570.n09723.sg01,1,,ho capitão,
dux,lilaLemma:100327,Cardoso,Cardoso1570.n06470.e01,Cardoso1570.n06470.sg01,1,,ho capitão. ou capitoa,
supplicium,lilaLemma:127036,Cardoso,Cardoso1570.n24116.e01,Cardoso1570.n24116.sg01,1,,ho castigo. ou tormẽto,
equus,lilaLemma:101076,Cardoso,Cardoso1570.n06884.e01,Cardoso1570.n06884.sg01,1,,ho caualo,
aether,lilaLemma:87965,Cardoso,Cardoso1570.n00779.e01,Cardoso1570.n00779.sg01,1,,ho ceo,
mundus,lilaLemma:113024,Cardoso,Cardoso1570.n14417.e01,Cardoso1570.n14417.sg01,1,,ho ceo estrelado. ou o mũdo,
caelum,lilaLemma:92231,Cardoso,Cardoso1570.n02966.e01,Cardoso1570.n02966.sg01,1,,ho ceo. ou ceo de boca,
templum,lilaLemma:127783,Cardoso,Cardoso1570.n24473.e01,Cardoso1570.n24473.sg01,1,,ho ceo. ou ygreja,
humus,lilaLemma:105777,Cardoso,Cardoso1570.n09407.e01,Cardoso1570.n09407.sg01,1,,ho chão. ou terra,
ciuis,lilaLemma:94399,Cardoso,Cardoso1570.n03886.e01,Cardoso1570.n03886.sg01,1,,ho cidadão. ou cidadoa,
principium,lilaLemma:119505,Cardoso,Cardoso1570.n18846.e01,Cardoso1570.n18846.sg01,1,,ho começo da obra,
cibus,lilaLemma:93926,Cardoso,Cardoso1570.n03735.e01,Cardoso1570.n03735.sg01,1,,ho comer. ou manjar,
socius,lilaLemma:125001,Cardoso,Cardoso1570.n22706.e01,Cardoso1570.n22706.sg01,1,,ho companheyro,
comes,lilaLemma:95024,Cardoso,Cardoso1570.n04169.e01,Cardoso1570.n04169.sg01,1,,ho conde. ou condessa,
consilium,lilaLemma:96060,Cardoso,Cardoso1570.n04664.e01,Cardoso1570.n04664.sg01,1,,ho conselho,
conuiuium,lilaLemma:96478,Cardoso,Cardoso1570.n04894.e01,Cardoso1570.n04894.sg01,1,,ho conuite,
cor,lilaLemma:96553,Cardoso,Cardoso1570.n04917.e01,Cardoso1570.n04917.sg01,1,,ho coração. ou sabeduria,
cornu,lilaLemma:96624,Cardoso,Cardoso1570.n04958.e01,Cardoso1570.n04958.sg01,1,,ho corno. ou esquina do exercito,
corpus,lilaLemma:96667,Cardoso,Cardoso1570.n04972.e01,Cardoso1570.n04972.sg01,1,,ho corpo,
praetor,lilaLemma:119325,Cardoso,Cardoso1570.n18733.e01,Cardoso1570.n18733.sg01,1,,ho corregedor,
mors,lilaLemma:112807,Cardoso,Cardoso1570.n14260.e01,Cardoso1570.n14260.sg01,1,,ho costume,
consuetudo,lilaLemma:96179,Cardoso,Cardoso1570.n04734.e01,Cardoso1570.n04734.sg01,1,,ho costume. ou conuersação,
cura,lilaLemma:97301,Cardoso,Cardoso1570.n05261.e01,Cardoso1570.n05261.sg01,1,,ho cuydado,
damnum,lilaLemma:97898,Cardoso,Cardoso1570.n05332.e01,Cardoso1570.n05332.sg01,1,,ho dano,
exilium,lilaLemma:102045,Cardoso,Cardoso1570.n07250.e01,Cardoso1570.n07250.sg01,1,,ho degredo. ou desterro,
uoluptas,lilaLemma:130771,Cardoso,Cardoso1570.n26666.e01,Cardoso1570.n26666.sg01,1,,ho deleite. ou passatẽpo,
crimen,lilaLemma:96945,Cardoso,Cardoso1570.n05090.e01,Cardoso1570.n05090.sg01,1,,ho delito,
liber2,lilaLemma:110382,Cardoso,Cardoso1570.n12221.e01,Cardoso1570.n12221.sg01,1,,ho deos Bacco,
ius,lilaLemma:109252,Cardoso,Cardoso1570.n11646.e01,Cardoso1570.n11646.sg01,1,,ho dereyto,
dies,lilaLemma:99334,Cardoso,Cardoso1570.n05882.e01,Cardoso1570.n05882.sg01,1,,ho dia,
pecunia,lilaLemma:116369,Cardoso,Cardoso1570.n17041.e01,Cardoso1570.n17041.sg01,1,,ho dinheyro,
donum,lilaLemma:100088,Cardoso,Cardoso1570.n06337.e01,Cardoso1570.n06337.sg01,1,,ho dom. s. merce,
dux,lilaLemma:100327,Cardoso,Cardoso1570.n06472.e01,Cardoso1570.n06472.sg01,1,,ho duque. ou duquesa,
dolus,lilaLemma:100037,Cardoso,Cardoso1570.n06298.e01,Cardoso1570.n06298.sg01,1,,ho engano. ou malicia,
ingenium,lilaLemma:107798,Cardoso,Cardoso1570.n10510.e01,Cardoso1570.n10510.sg01,1,,ho engenho. ou cõdição,
funus,lilaLemma:104031,Cardoso,Cardoso1570.n08561.e01,Cardoso1570.n08561.sg01,1,,ho enterramento,
error,lilaLemma:102627,Cardoso,Cardoso1570.n06909.e01,Cardoso1570.n06909.sg01,1,,ho erro. ou error,
seruus,lilaLemma:124560,Cardoso,Cardoso1570.n22296.e01,Cardoso1570.n22296.sg01,1,,ho escrauo,
spatium,lilaLemma:125271,Cardoso,Cardoso1570.n22893.e01,Cardoso1570.n22893.sg01,1,,ho espaço,
spiritus,lilaLemma:125406,Cardoso,Cardoso1570.n23023.e01,Cardoso1570.n23023.sg01,1,,ho esprito. ou alma. ou vento,
condicio,lilaLemma:95648,Cardoso,Cardoso1570.n04452.e01,Cardoso1570.n04452.sg01,1,,ho estado. ou cõdição,
studium,lilaLemma:125889,Cardoso,Cardoso1570.n23412.e01,Cardoso1570.n23412.sg01,1,,ho estudo. ou fauor. ou diligencia,
mens,lilaLemma:112038,Cardoso,Cardoso1570.n13609.e01,Cardoso1570.n13609.sg01,1,,ho ẽtẽdimẽto. ou memoria,
exemplum,lilaLemma:101975,Cardoso,Cardoso1570.n07174.e01,Cardoso1570.n07174.sg01,1,,ho exẽplo. ou treslado,
fatum,lilaLemma:103575,Cardoso,Cardoso1570.n07783.e01,Cardoso1570.n07783.sg01,1,,ho fado. i. a vontade de Deos,
pecus,lilaLemma:116374,Cardoso,Cardoso1570.n17054.e01,Cardoso1570.n17054.sg01,1,,ho fato. ou manada de gado meudo,
auctor,lilaLemma:90615,Cardoso,Cardoso1570.n02472.e01,Cardoso1570.n02472.sg01,1,,ho fazedor. ou causador,
ferrum,lilaLemma:103152,Cardoso,Cardoso1570.n07899.e01,Cardoso1570.n07899.sg01,1,,ho ferro,
factum,lilaLemma:104164,Cardoso,Cardoso1570.n07621.e01,Cardoso1570.n07621.sg01,1,,ho feyto,
natus,lilaLemma:113505,Cardoso,Cardoso1570.n14672.e01,Cardoso1570.n14672.sg01,1,,ho filho,
finis,lilaLemma:103321,Cardoso,Cardoso1570.n08040.e01,Cardoso1570.n08040.sg01,1,,ho fim. ou cabo,
ignis,lilaLemma:106156,Cardoso,Cardoso1570.n09490.e01,Cardoso1570.n09490.sg01,1,,ho fogo,
fructus,lilaLemma:103880,Cardoso,Cardoso1570.n08441.e01,Cardoso1570.n08441.sg01,1,,ho fruto,
praemium,lilaLemma:119037,Cardoso,Cardoso1570.n18581.e01,Cardoso1570.n18581.sg01,1,,ho galardão,
genus,lilaLemma:104504,Cardoso,Cardoso1570.n08741.e01,Cardoso1570.n08741.sg01,1,,ho genero. ou geração,
ictus,lilaLemma:106103,Cardoso,Cardoso1570.n09460.e01,Cardoso1570.n09460.sg01,1,,ho golpe. ou ferida,
clamor,lilaLemma:94412,Cardoso,Cardoso1570.n03897.e01,Cardoso1570.n03897.sg01,1,,ho grito ou brado,
custos,lilaLemma:97396,Cardoso,Cardoso1570.n05305.e01,Cardoso1570.n05305.sg01,1,,ho guardador. ou guardadora,
pauper,lilaLemma:116301,Cardoso,Cardoso1570.n16987.e01,Cardoso1570.n16987.sg01,1,,ho homẽ. ou molher pobre,
homo,lilaLemma:105624,Cardoso,Cardoso1570.n09294.e01,Cardoso1570.n09294.sg01,1,,ho homem,
hostis,lilaLemma:105757,Cardoso,Cardoso1570.n09365.e01,Cardoso1570.n09365.sg01,1,,ho imigo,
inimicus,lilaLemma:107882,Cardoso,Cardoso1570.n10581.e01,Cardoso1570.n10581.sg01,1,,ho immigo,
imperium,lilaLemma:106532,Cardoso,Cardoso1570.n09729.e01,Cardoso1570.n09729.sg01,1,,ho imperio. ou senhorio,
impetus,lilaLemma:106560,Cardoso,Cardoso1570.n09745.e01,Cardoso1570.n09745.sg01,1,,ho impeto,
hiems,lilaLemma:105460,Cardoso,Cardoso1570.n09220.e01,Cardoso1570.n09220.sg01,1,,ho inuerno. ou tempestade,
frater,lilaLemma:103739,Cardoso,Cardoso1570.n08365.e01,Cardoso1570.n08365.sg01,1,,ho irmão,
iugum,lilaLemma:109202,Cardoso,Cardoso1570.n11584.e01,Cardoso1570.n11584.sg01,1,,ho jugo. ou altura do monte,
iudex,lilaLemma:109161,Cardoso,Cardoso1570.n11556.e01,Cardoso1570.n11556.sg01,1,,ho juyz,
iudicium,lilaLemma:109170,Cardoso,Cardoso1570.n11559.e01,Cardoso1570.n11559.sg01,1,,ho juyzo,
labor,lilaLemma:109621,Cardoso,Cardoso1570.n11705.e01,Cardoso1570.n11705.sg01,1,,ho lauor. ou brosladura,
liber2,lilaLemma:110382,Cardoso,Cardoso1570.n12223.e01,Cardoso1570.n12223.sg01,1,,ho liuro. ou a cortiça,
laus,lilaLemma:110103,Cardoso,Cardoso1570.n12035.e01,Cardoso1570.n12035.sg01,1,,ho louuor,
locus,lilaLemma:110019,Cardoso,Cardoso1570.n12541.e01,Cardoso1570.n12541.sg01,1,,ho lugar. ou passo de liuro,
lumen,lilaLemma:110960,Cardoso,Cardoso1570.n12720.e01,Cardoso1570.n12720.sg01,1,,ho lume. ou luz,
iuuenis2,lilaLemma:138707,Cardoso,Cardoso1570.n11668.e01,Cardoso1570.n11668.sg01,1,,ho mancebo. ou manceba,
mare,lilaLemma:111604,Cardoso,Cardoso1570.n13270.e01,Cardoso1570.n13270.sg01,1,,ho mar,
pontus,lilaLemma:118429,Cardoso,Cardoso1570.n18257.e01,Cardoso1570.n18257.sg01,1,,ho mar,
maritus,lilaLemma:111312,Cardoso,Cardoso1570.n13315.e01,Cardoso1570.n13315.sg01,1,,ho marido,
coniunx,lilaLemma:95952,Cardoso,Cardoso1570.n04591.e01,Cardoso1570.n04591.sg01,1,,ho marido. ou molher,
metus,lilaLemma:112261,Cardoso,Cardoso1570.n13767.e01,Cardoso1570.n13767.sg01,1,,ho medo,
timor,lilaLemma:128271,Cardoso,Cardoso1570.n24812.e01,Cardoso1570.n24812.sg01,1,,ho medo,
membrum,lilaLemma:111988,Cardoso,Cardoso1570.n13561.e01,Cardoso1570.n13561.sg01,1,,ho membro,
augeo,lilaLemma:90673,Cardoso,Cardoso1570.n02377.e01,Cardoso1570.n02377.sg01,1,,ho mesmo,
inferus,lilaLemma:107641,Cardoso,Cardoso1570.n10390.e01,Cardoso1570.n10390.sg01,1,,ho mesmo,
natura,lilaLemma:113421,Cardoso,Cardoso1570.n14664.e01,Cardoso1570.n14664.sg01,1,,ho mesmo,
perpetuus,lilaLemma:117208,Cardoso,Cardoso1570.n17455.e01,Cardoso1570.n17455.sg01,1,,ho mesmo,
postquam,lilaLemma:120753,Cardoso,Cardoso1570.n18356.e01,Cardoso1570.n18356.sg01,1,,ho mesmo,
pulcher,lilaLemma:120421,Cardoso,Cardoso1570.n19490.e01,Cardoso1570.n19490.sg01,1,,ho mesmo,
quamquam,lilaLemma:121083,Cardoso,Cardoso1570.n19818.e01,Cardoso1570.n19818.sg01,1,,ho mesmo,
quisquam,lilaLemma:121315,Cardoso,Cardoso1570.n19952.e01,Cardoso1570.n19952.sg01,1,,ho mesmo,
ultra,lilaLemma:130512,Cardoso,Cardoso1570.n26436.e01,Cardoso1570.n26436.sg01,1,,ho mesmo,
magister,lilaLemma:111274,Cardoso,Cardoso1570.n12941.e01,Cardoso1570.n12941.sg01,1,,ho mestre,
puer,lilaLemma:118042,Cardoso,Cardoso1570.n19448.e01,Cardoso1570.n19448.sg01,1,,ho moço,
mons,lilaLemma:112727,Cardoso,Cardoso1570.n14150.e01,Cardoso1570.n14150.sg01,1,,ho monte,
murus,lilaLemma:113105,Cardoso,Cardoso1570.n14472.e01,Cardoso1570.n14472.sg01,1,,ho muro,
fax,lilaLemma:103040,Cardoso,Cardoso1570.n07807.e01,Cardoso1570.n07807.sg01,1,,ho murrão,
negotium,lilaLemma:113566,Cardoso,Cardoso1570.n14817.e01,Cardoso1570.n14817.sg01,1,,ho negocio,
nomen,lilaLemma:113797,Cardoso,Cardoso1570.n15131.e01,Cardoso1570.n15131.sg01,1,,ho nome. ou a diuida,
numerus,lilaLemma:113981,Cardoso,Cardoso1570.n15410.e01,Cardoso1570.n15410.sg01,1,,ho numero,
legatus,lilaLemma:110178,Cardoso,Cardoso1570.n12063.e01,Cardoso1570.n12063.sg01,1,,ho nuncio. ou embaixador,
odium,lilaLemma:114729,Cardoso,Cardoso1570.n15937.e01,Cardoso1570.n15937.sg01,1,,ho odio. ou mal querença,
oculus,lilaLemma:114716,Cardoso,Cardoso1570.n15902.e01,Cardoso1570.n15902.sg01,1,,ho olho,
hospes,lilaLemma:105736,Cardoso,Cardoso1570.n09353.e01,Cardoso1570.n09353.sg01,1,,ho ospede. ou ospeda,
os2,lilaLemma:115330,Cardoso,Cardoso1570.n16401.e01,Cardoso1570.n16401.sg01,1,,ho osso. ou caroço da fruyta,
frumentum,lilaLemma:104126,Cardoso,Cardoso1570.n08450.e01,Cardoso1570.n08450.sg01,1,,ho pão em grão,
auis,lilaLemma:90710,Cardoso,Cardoso1570.n02399.e01,Cardoso1570.n02399.sg01,1,,ho passaro,
uolucris,lilaLemma:135866,Cardoso,Cardoso1570.n26656.e01,Cardoso1570.n26656.sg01,1,,ho passaro. ou aue,
pater,lilaLemma:116203,Cardoso,Cardoso1570.n16894.e01,Cardoso1570.n16894.sg01,1,,ho pay,
parens,lilaLemma:116020,Cardoso,Cardoso1570.n16771.e01,Cardoso1570.n16771.sg01,1,,ho pay. ou mãy,
pes,lilaLemma:117499,Cardoso,Cardoso1570.n17590.e01,Cardoso1570.n17590.sg01,1,,ho pè. ou medida de cãtidade,
periculum,lilaLemma:116930,Cardoso,Cardoso1570.n17362.e01,Cardoso1570.n17362.sg01,1,,ho perigo. ou esperiẽcia,
pondus,lilaLemma:118410,Cardoso,Cardoso1570.n18237.e01,Cardoso1570.n18237.sg01,1,,ho peso. ou carrego,
pectus,lilaLemma:116348,Cardoso,Cardoso1570.n17023.e01,Cardoso1570.n17023.sg01,1,,ho peyto,
potestas,lilaLemma:118652,Cardoso,Cardoso1570.n18407.e01,Cardoso1570.n18407.sg01,1,,ho poder. ou potestade,
poeta,lilaLemma:118267,Cardoso,Cardoso1570.n18147.e01,Cardoso1570.n18147.sg01,1,,ho poeta,
uates,lilaLemma:129625,Cardoso,Cardoso1570.n25612.e01,Cardoso1570.n25612.sg01,1,,ho poeta. ou profeta,
plebs,lilaLemma:118610,Cardoso,Cardoso1570.n18034.e01,Cardoso1570.n18034.sg01,1,,ho pouo bayxo,
uulgus,lilaLemma:130957,Cardoso,Cardoso1570.n26854.e01,Cardoso1570.n26854.sg01,1,,ho pouo bayxo. quandoque masculini,
populus,lilaLemma:118463,Cardoso,Cardoso1570.n18277.e01,Cardoso1570.n18277.sg01,1,,ho pouo. ou alemo,
gaudium,lilaLemma:104369,Cardoso,Cardoso1570.n08670.e01,Cardoso1570.n08670.sg01,1,,ho prazer,
pretium,lilaLemma:119455,Cardoso,Cardoso1570.n18780.e01,Cardoso1570.n18780.sg01,1,,ho preço. ou a pena,
initium,lilaLemma:107903,Cardoso,Cardoso1570.n10596.e01,Cardoso1570.n10596.sg01,1,,ho principio,
uestigium,lilaLemma:130026,Cardoso,Cardoso1570.n26014.e01,Cardoso1570.n26014.sg01,1,,ho rasto. ou pisada,
ceterus,lilaLemma:93624,Cardoso,Cardoso1570.n02996.e01,Cardoso1570.n02996.sg01,1,,ho restante,
reliquus,lilaLemma:121488,Cardoso,Cardoso1570.n20486.e01,Cardoso1570.n20486.sg01,1,,ho restante. ou reste,
princeps,lilaLemma:73416,Cardoso,Cardoso1570.n18837.e01,Cardoso1570.n18837.sg01,1,,ho Rey. ou principal,
regnum,lilaLemma:121683,Cardoso,Cardoso1570.n20431.e01,Cardoso1570.n20431.sg01,1,,ho reyno,
flumen,lilaLemma:103514,Cardoso,Cardoso1570.n08148.e01,Cardoso1570.n08148.sg01,1,,ho rio,
sanguis,lilaLemma:123363,Cardoso,Cardoso1570.n21393.e01,Cardoso1570.n21393.sg01,1,,ho sangue. ou casta,
senatus,lilaLemma:124309,Cardoso,Cardoso1570.n22073.e01,Cardoso1570.n22073.sg01,1,,ho senado. ou rolação,
pater,lilaLemma:116203,Cardoso,Cardoso1570.n16896.e01,Cardoso1570.n16896.sg01,1,,ho senador,
dominus,lilaLemma:98084,Cardoso,Cardoso1570.n06319.e01,Cardoso1570.n06319.sg01,1,,ho senhor,
sensus,lilaLemma:124355,Cardoso,Cardoso1570.n22116.e01,Cardoso1570.n22116.sg01,1,,ho sentido,
signum,lilaLemma:124767,Cardoso,Cardoso1570.n22465.e01,Cardoso1570.n22465.sg01,1,,ho sinal. ou statua,
sol,lilaLemma:125027,Cardoso,Cardoso1570.n22718.e01,Cardoso1570.n22718.sg01,1,,ho sol,
miles,lilaLemma:112318,Cardoso,Cardoso1570.n13790.e01,Cardoso1570.n13790.sg01,1,,ho soldado,
somnus,lilaLemma:125130,Cardoso,Cardoso1570.n22801.e01,Cardoso1570.n22801.sg01,1,,ho sono,
tectum,lilaLemma:132231,Cardoso,Cardoso1570.n24422.e01,Cardoso1570.n24422.sg01,1,,ho telhado,
tempus,lilaLemma:127522,Cardoso,Cardoso1570.n24481.e01,Cardoso1570.n24481.sg01,1,,ho tempo,
lapis,lilaLemma:109911,Cardoso,Cardoso1570.n11882.e01,Cardoso1570.n11882.sg01,1,,ho termo da herdade,
labor,lilaLemma:109621,Cardoso,Cardoso1570.n11699.e01,Cardoso1570.n11699.sg01,1,,ho trabalho,
uir,lilaLemma:130300,Cardoso,Cardoso1570.n26249.e01,Cardoso1570.n26249.sg01,1,,ho varão,
senex,lilaLemma:80013,Cardoso,Cardoso1570.n22084.e01,Cardoso1570.n22084.sg01,1,,ho velho,
uictor,lilaLemma:130148,Cardoso,Cardoso1570.n26110.e01,Cardoso1570.n26110.sg01,1,,ho vencedor,
uictoria,lilaLemma:130149,Cardoso,Cardoso1570.n26112.e01,Cardoso1570.n26112.sg01,1,,ho vencimento,
uentus,lilaLemma:129820,Cardoso,Cardoso1570.n25796.e01,Cardoso1570.n25796.sg01,1,,ho vento,
consul,lilaLemma:96181,Cardoso,Cardoso1570.n04735.e01,Cardoso1570.n04735.sg01,1,,ho vereador. ou consul,
uinum,lilaLemma:130275,Cardoso,Cardoso1570.n26217.e01,Cardoso1570.n26217.sg01,1,,ho vinho,
limen,lilaLemma:110503,Cardoso,Cardoso1570.n12345.e01,Cardoso1570.n12345.sg01,1,,ho vmbral da porta,
usus,lilaLemma:131133,Cardoso,Cardoso1570.n26771.e01,Cardoso1570.n26771.sg01,1,,ho vso justo,
testis,lilaLemma:127994,Cardoso,Cardoso1570.n24660.e01,Cardoso1570.n24660.sg01,1,,homẽ. ou molher testimunha,
uir,lilaLemma:130300,Faria,Faria1994.n33945.e01,Faria1994.n33945.sg01,1,I-Sent. próprio,Homem,em oposição a mulier ou femina Ter. Phorm. 791.
homo,lilaLemma:105624,Faria,Faria1994.n14543.e01,Faria1994.n14543.sg01,3,Na língua familiar:,Homem,em oposição a mulier Plaut. Cisto 723
uir,lilaLemma:130300,Fonseca,Fonseca1798.n31803.e01,Fonseca1798.n31803.sg01,2,,homem casado.,
imperator,lilaLemma:106515,Faria,Faria1994.n15209.e01,Faria1994.n15209.sg01,4,II-Sent. figurado:,"Homem de guerra, capitão",Cíc. Verr. 4. 95.
nemo,lilaLemma:113605,Fonseca,Fonseca1798.n19188.e01,Fonseca1798.n19188.sg01,2,,homem de nenhuma conta.,
nemo,lilaLemma:113605,Faria,Faria1994.n20364.e01,Faria1994.n20364.sg01,2,,"Homem desprezível, sem valor",
uir,lilaLemma:130300,Faria,Faria1994.n33945.e01,Faria1994.n33945.sg01,5,II-Daí:,Homem feito,"em oposição a puer Cíc. Tusc. 2, 34."
uir,lilaLemma:130300,Faria,Faria1994.n33945.e01,Faria1994.n33945.sg01,2,I-Sent. próprio,"Homem indicando as qualidades másculas do homem, virilidade",Cíc. Br. 293.
eques,lilaLemma:101354,Cardoso,Cardoso1570.n06862.e01,Cardoso1570.n06862.sg01,1,,homem ou molher a caualo,
sapiens,lilaLemma:135852,Faria,Faria1994.n28308.e01,Faria1994.n28308.sg01,1,,"Homem prudente, pessoa discreta, o sábio:",
nouus,lilaLemma:113900,Faria,Faria1994.n20735.e01,Faria1994.n20735.sg01,8,III-Sents. particulares:,"Homem que não tem família nobre homo novus e que, ao exercer pela primeira vez um cargo público, como que inaugura sua própria nobreza","Cíc. Of. 1, 138."
homo,lilaLemma:105624,Velez,Velez1744.n1539.e01,Velez1744.n1539.sg01,1,,"homem, ou mulher",
homo,lilaLemma:105624,Faria,Faria1994.n14543.e01,Faria1994.n14543.sg01,2,Sent. próprio,"Homem, ser humano",em oposição a deus Cíc. Oro 129.
