lemma,collocate,pos,LogL,LR,MI,LogDice
inuenio,non,advérbio,18.9,2.1,2,9
inuenio,sum,verbo,12.7,1.3,1.4,8.5
inuidia,meus,determinante,11.1,3.3,2.9,9.3
ipse,sui,pronome,97,2.2,2.1,10.8
ipse,ego,pronome,57.7,1.6,1.7,10.6
ipse,tu,pronome,37.7,1.4,1.6,10.4
ipse,hic,determinante,26.9,1.1,1.3,10.3
ipse,locus,substantivo,28.1,2.1,2.1,10.2
ipse,is,determinante,14.3,0.8,1.1,10.2
ipse,cum,conj.subord.,14.3,0.9,1.2,10.1
ipse,per,preposição,26.5,2.1,2,10.1
ipse,in,preposição,13.2,0.7,1.1,10.1
ipse,ille,determinante,11.2,0.8,1.2,10.1
ipse,quidem,advérbio,21.3,1.9,1.9,10.1
ipse,ab,preposição,10.9,0.9,1.2,10
ipse,natura,substantivo,29.4,2.7,2.4,10
ipse,enim,advérbio,13.9,1.3,1.5,10
ipse,tamen,advérbio,16.1,1.7,1.8,9.9
ipse,res,substantivo,6.8,0.8,1.1,9.9
ipse,ex,preposição,5.7,0.8,1.2,9.8
ipse,dies,substantivo,9.6,1.5,1.6,9.7
ipse,denique,advérbio,17.4,2.8,2.5,9.5
ipse,uero,advérbio,5.3,1.5,1.6,9.3
ipse,loquor,verbo,7,1.9,1.9,9.2
ipse,iubeo,verbo,6.6,1.8,1.9,9.2
ipse,propter,preposição,6.4,1.8,1.8,9.2
ipse,Iuppiter,nome próprio,11.4,2.9,2.6,9.1
ipse,uictoria,substantivo,10.5,2.8,2.5,9.1
ipse,consolor,verbo,14.5,4.1,3.3,8.9
ipse,sicut,conj.subord.,9.1,2.9,2.6,8.9
ipse,cupio,verbo,6,2.2,2.1,8.8
ipse,delecto,verbo,6,2.2,2.1,8.8
ipse,secedo,verbo,13.2,4.7,3.7,8.6
ira,furo,verbo,31,9,6.6,11.5
ira,deus,substantivo,19.5,4.9,4,9.9
ira,aut,conj.coord.,7.7,3.1,2.7,8.7
irascor,possum,verbo,10.4,3.8,3.2,8.3
is,qui,pronome,486.3,1.7,1.5,11.6
is,in,preposição,151.2,1.3,1.2,11.1
is,ad,preposição,123.4,1.6,1.4,10.9
is,ab,preposição,100.3,1.6,1.4,10.8
is,que,conj.coord.,52.3,1,1.1,10.7
is,ut,conj.subord.,48.3,1,1.1,10.6
is,res,substantivo,51.5,1.2,1.2,10.6
is,ex,preposição,78.4,1.7,1.5,10.6
is,cum,conj.subord.,20.4,0.7,0.9,10.4
is,modus,substantivo,132.6,3.2,2.4,10.3
is,quod,conj.subord.,46.7,1.6,1.5,10.2
is,locus,substantivo,69.5,2.2,1.8,10.2
is,de,preposição,18.1,0.9,1,10.1
is,si,conj.subord.,5.1,0.4,0.7,10
is,ipse,determinante,10.6,0.8,0.9,9.9
is,dies,substantivo,35.1,1.7,1.5,9.9
is,quidem,advérbio,27.7,1.5,1.4,9.8
is,apud,preposição,53.9,2.5,2,9.7
is,ago,verbo,27.4,1.6,1.5,9.7
is,enim,advérbio,5.7,0.6,0.8,9.7
is,autem,conj.coord.,25.2,1.6,1.4,9.7
is,tamen,advérbio,14.4,1.1,1.2,9.6
is,pars,substantivo,22.4,1.7,1.5,9.5
is,neque,conj.coord.,7.8,0.9,1,9.5
is,consilium,substantivo,19.6,1.6,1.4,9.5
is,qua2,advérbio,34,2.3,1.9,9.4
is,causa,substantivo,5.6,0.8,0.9,9.3
is,igitur,advérbio,22.6,2,1.7,9.3
is,fio,verbo,6.4,1.1,1.1,9
is,ciuitas,substantivo,7.4,1.2,1.2,8.9
iste,ab,preposição,24.5,1.6,1.7,10.1
iste,mulier,substantivo,28.2,4.3,3.5,9.9
iste,tuus,determinante,13,1.7,1.8,9.9
iste,tam,advérbio,13.9,2.1,2,9.9
iste,qui,pronome,18.6,0.9,1.2,9.8
iste,suspicio,substantivo,24.2,4.3,3.5,9.8
iste,inquam,verbo,13.4,2.4,2.2,9.8
iste,omnis,determinante,9.6,1.1,1.4,9.8
iste,ad,preposição,7.8,1,1.2,9.7
iste,enim,advérbio,7.4,1.3,1.5,9.7
iste,ne,conj.subord.,5.7,1.1,1.4,9.6
iste,factum,substantivo,15.8,3.6,3,9.6
iste,inter,preposição,9.3,2.3,2.1,9.6
iste,idem,determinante,6.3,1.5,1.6,9.6
iste,praetor,substantivo,13.7,3.3,2.8,9.6
iste,sum,verbo,5.9,0.5,0.9,9.5
iste,sic,advérbio,6.5,1.8,1.8,9.5
iste,ratio,substantivo,8,2.3,2.2,9.4
iste,uita,substantivo,5.7,1.7,1.7,9.4
iste,lex,substantivo,5.9,1.9,1.9,9.4
iste,cupiditas,substantivo,10.3,3.2,2.7,9.3
iste,uox,substantivo,6.1,2.2,2.1,9.3
iste,scelus,substantivo,5.6,2.1,2,9.2
iste,sententia,substantivo,5.4,2.1,2,9.2
iste,quamquam2,advérbio,9.1,3.5,3,9.1
iste,munus,substantivo,8.5,3.4,2.9,9.1
iste,aduentus,substantivo,7.8,3.2,2.7,9.1
iste,praeclarus,adjetivo,7.2,3,2.6,9.1
iste,aliquando,advérbio,7,3,2.6,9.1
iste,unde,advérbio,6.7,2.9,2.5,9.1
ita,dico,verbo,59.3,2.6,2.3,10.5
ita,ut,conj.subord.,75.7,2.3,2.1,10.4
ita,censeo,verbo,34.1,5,3.9,10.2
ita,fio,verbo,21.2,3,2.6,10.1
ita,atque,conj.coord.,30.6,1.8,1.8,10
ita,si,conj.subord.,27.9,1.9,1.8,10
ita,sum,verbo,60.7,1.4,1.5,9.9
ita,facio,verbo,17.1,1.8,1.8,9.9
ita,tamen,advérbio,14.6,2.2,2,9.9
ita,sed,conj.coord.,16,1.6,1.6,9.8
ita,cum,conj.subord.,17.6,1.4,1.5,9.8
ita,sui,pronome,13.1,1.5,1.6,9.8
ita,ego,pronome,14,1.3,1.4,9.7
ita,ni,conj.subord.,26,6.3,4.7,9.7
ita,enim,advérbio,9.6,1.6,1.6,9.7
ita,multus,determinante,9.2,1.7,1.7,9.7
ita,loquor,verbo,11.4,2.9,2.5,9.6
ita,scribo,verbo,8.5,2.1,2,9.6
ita,uiuo,verbo,9.7,2.6,2.3,9.6
ita,respondeo,verbo,10.1,3.1,2.7,9.5
ita,quidam,determinante,6.4,2,1.9,9.4
ita,uos,pronome,5.3,1.6,1.6,9.4
ita,finio,verbo,16.4,5.5,4.2,9.4
ita,sane,advérbio,10.2,3.8,3.1,9.3
ita,necesse,advérbio,8.6,3.4,2.8,9.3
ita,decerno,verbo,7.3,3,2.6,9.3
ita,Quirites,nome próprio,7.3,3,2.6,9.3
ita,laudo,verbo,6.6,2.8,2.5,9.2
ita,placeo,verbo,6.3,2.7,2.4,9.2
ita,denique,advérbio,5.9,2.6,2.3,9.2
itaque,exspecto,verbo,10.4,3.9,2.9,9.7
itaque,dum,advérbio,9.9,3.7,2.8,9.6
itaque,nemo,pronome,7.7,3.1,2.4,9.4
itaque,nunc,advérbio,5.2,2.4,1.9,9.2
itaque,hic,determinante,15.3,1.8,1.4,9.1
itaque,tu,pronome,10.3,1.8,1.4,9.1
itaque,ego,pronome,10.3,1.7,1.3,9
itaque,ille,determinante,9.1,1.6,1.3,9
itaque,omnis,determinante,5.8,1.6,1.3,8.9
itaque,ut,conj.subord.,6.2,1.4,1.2,8.8
itaque,cum,conj.subord.,6,1.4,1.1,8.8
itaque,in,preposição,5.2,1,0.9,8.6
item,alius,determinante,26.6,4.1,3.4,10
item,que,conj.coord.,42.4,3.1,2.7,9.3
item,dico,verbo,6.3,2.3,2.2,8.8
iter,conficio,verbo,27.2,5.4,4.3,10.6
iter,longus,adjetivo,13,4.5,3.7,10.1
iter,facio,verbo,44,3.4,3,10.1
iter,per,preposição,16.6,3.3,2.9,9.9
iter,noster,determinante,14.7,3,2.7,9.7
iter,ex,preposição,18.3,2.7,2.5,9.6
iter,hostis,substantivo,6.6,2.8,2.6,9.4
iter,nunc,advérbio,5.8,2.6,2.4,9.3
iter,magnus,adjetivo,6.6,2.1,2,9.1
iter,ad,preposição,7.2,1.6,1.7,8.9
iter,in,preposição,7.1,1.2,1.4,8.6
iterum,consul,substantivo,20.4,5.1,4.1,10.1
iubeo,proficiscor,verbo,22.6,4.7,3.7,10.4
iubeo,munio,verbo,19.8,6.2,4.8,10.3
iubeo,uoco,verbo,17.4,4.5,3.7,10.2
iubeo,adduco,verbo,14.2,4.8,3.9,10.1
iubeo,interficio,verbo,13.7,4.7,3.8,10.1
iubeo,ipse,determinante,7.1,1.9,1.9,9.2
iudex,uos,pronome,40.3,3.8,3.2,10.5
iudex,reicio,verbo,20.8,6.5,5,10.2
iudex,conseruo,verbo,13,4.5,3.7,10
iudex,primum,advérbio,6.9,2.9,2.6,9.6
iudex,causa,substantivo,8.7,2.4,2.3,9.6
iudex,uero,advérbio,6,2.7,2.4,9.5
iudex,scio,verbo,5.3,2.5,2.3,9.4
iudex,ita,advérbio,5.8,2.2,2.1,9.4
iudex,non,advérbio,10.7,1.4,1.5,9.1
iudex,hic,determinante,10.1,1.4,1.5,9.1
iudex,ut,conj.subord.,6.7,1.3,1.5,9
iudicium,uoco,verbo,56,5.5,4.3,11
iudicium,corrumpo,verbo,35.5,6.7,5,10.6
iudicium,uester,determinante,13.3,3.2,2.8,9.9
iudicium,uenio,verbo,15.5,2.8,2.5,9.9
iudicium,constituo,verbo,9.2,3.5,3,9.7
iudicium,exspecto,verbo,8.6,3.4,2.9,9.7
iudicium,senatus,substantivo,9.5,2.6,2.3,9.6
iudicium,de,preposição,15.9,2.2,2.1,9.6
iudicium,grauis,adjetivo,7.2,3,2.6,9.6
iudicium,in,preposição,40.8,1.9,1.9,9.6
iudicium,teneo,verbo,6.8,2.9,2.6,9.5
iudicium,nullus,determinante,8.3,2.4,2.2,9.5
iudicium,tuus,determinante,5.4,1.8,1.8,9.3
iudicium,ad,preposição,9.9,1.5,1.6,9.2
iudicium,que,conj.coord.,10.2,1.4,1.5,9.2
iudicium,hic,determinante,10.7,1.4,1.5,9.2
iudico,Antonius,nome próprio,40.4,5.1,3.9,10.7
iudico,hostis,substantivo,52.5,4.6,3.6,10.7
iudico,dignus,adjetivo,19.3,4.9,3.8,10.3
iudico,uos,pronome,7,2.4,2.1,9.4
iudico,publicus,adjetivo,7.9,2.3,2,9.4
iudico,res,substantivo,6.5,1.5,1.5,9
iudico,tu,pronome,7,1.5,1.5,9
iudico,sum,verbo,8.1,0.9,1.1,8.6
iugum,ceruix,substantivo,32.8,9.4,7,11.8
iugum,sub,preposição,35.5,7.9,6,11.2
iugum,mitto,verbo,17.5,5.6,4.5,9.9
iugum,superus,,16.8,5.5,4.4,9.8
iugum,in,preposição,5.3,2.1,2,7.5
iungo,que,conj.coord.,10.4,2.7,2.5,8.1
iuro,iusiurandum,substantivo,165.2,13.2,8.7,13.2
iuro,ius,substantivo,21.1,6.5,5.1,10.5
ius,ciuilis,adjetivo,64.6,7.4,5.6,11.4
ius,iuro,verbo,21.2,6.6,5.1,10.5
ius,libertas,substantivo,18.1,4.7,3.8,10.3
ius,suus,determinante,53.4,3.8,3.2,10.3
ius,ciuitas,substantivo,8.2,3.3,2.9,9.7
ius,manus,substantivo,7.5,3.1,2.7,9.6
ius,bonus,adjetivo,5,2.4,2.3,9.2
ius,ex,preposição,5.3,1.8,1.9,9
iustus,causa,substantivo,20.1,4.3,3.6,9.8
iustus,uir,substantivo,15.7,4.2,3.5,9.7
iustus,sed,conj.coord.,9.7,2.6,2.4,8.7
iuuo,deus,substantivo,13.8,4.7,3.7,9.6
iuuo,nos,pronome,10.8,3.9,3.1,9.1
iuuo,quis,pronome,8.1,2.7,2.2,8.2
labor,forensis,adjetivo,23.2,7.1,5.4,10.6
labor,periculum,substantivo,19.9,4.2,3.5,10.3
labor,meus,determinante,35.8,3.7,3.2,10.2
labor,consilium,substantivo,6.8,2.9,2.6,9.5
labor,fero,verbo,5.7,2.6,2.4,9.3
labor,magnus,adjetivo,9.7,2.3,2.2,9.3
labor,multus,determinante,5.3,2.1,2,9.1
labor,atque,conj.coord.,5.8,1.5,1.7,8.8
laboro,uigilo,verbo,29.6,8.7,6.4,11.3
laboro,ne,conj.subord.,6,2.7,2.4,8.6
laboro,non,advérbio,7.2,1.9,1.9,8.2
lacrima,interdum,advérbio,28.1,8.3,6.3,11.4
lacrima,cum,conj.subord.,8.5,2.4,2.3,8.3
lacrima,et,conj.coord.,6.7,1.7,1.8,7.8
laetus,dies,substantivo,9.5,3.6,3.2,9.3
lateo,aut,conj.coord.,8.5,3.3,2.9,8.7
latus,apertus,adjetivo,39.1,8.6,6.4,11.6
latus2,et,conj.coord.,6.9,2.4,2.3,7.3
laudo,iure,advérbio,25.7,7.7,5.7,10.8
laudo,ita,advérbio,6.7,2.9,2.5,9.2
laudo,quod,conj.subord.,8,2.7,2.3,9.2
laudo,qui,pronome,12.9,1.5,1.6,8.5
laus,gloria,substantivo,47.5,5.7,4.6,11
laus,domesticus,adjetivo,26.1,6.2,4.9,10.7
laus,auidus,adjetivo,22.1,6.8,5.3,10.6
laus,effero,verbo,20.6,6.4,5,10.6
laus,tantus,determinante,13.7,3.3,2.9,9.8
laus,meus,determinante,13.5,2.9,2.6,9.6
laus,superus,,7.1,3,2.7,9.5
laus,fero,verbo,5.9,2.6,2.5,9.3
laus,magnus,adjetivo,10.1,2.4,2.3,9.3
laus,tuus,determinante,6.1,2.2,2.2,9.2
laus,ad,preposição,7.8,1.7,1.8,8.9
laus,et,conj.coord.,11.3,1.4,1.6,8.7
legatus,mitto,verbo,84.6,5.3,4.2,11.2
legatus,Allobroges,nome próprio,38,7,5.3,10.8
legatus,labienus,adjetivo,27.6,6.5,5,10.6
legatus,singulus,adjetivo,14.8,5,4,10.2
legatus,Caesar,nome próprio,16.9,3.3,2.9,10
legatus,exercitus,substantivo,12,3.5,3,9.9
legatus,ad,preposição,47.4,2.8,2.5,9.9
legatus,Pompeius,nome próprio,9.3,3.6,3.1,9.8
legatus,intellego,verbo,8.5,3.4,2.9,9.7
legatus,numquam,advérbio,8,3.2,2.8,9.7
legatus,uenio,verbo,6.8,2.4,2.3,9.4
legatus,cum,conj.subord.,16.4,1.9,1.9,9.3
legatus,ab,preposição,7.2,1.6,1.7,9.1
legatus,de,preposição,5.6,1.7,1.8,9.1
legio,martius,adjetivo,107.1,9.6,6.6,11.7
legio,decimus,adjetivo,67.2,8.6,6.1,11.3
legio,duo,numeral,58.4,5.7,4.4,11
legio,tres,numeral,40.3,6.3,4.8,10.9
legio,quartus,adjetivo,27.7,6.5,4.9,10.6
legio,singulus,adjetivo,23.6,5.7,4.4,10.5
legio,hiberna,substantivo,25.4,7.7,5.6,10.5
legio,impedimentum,substantivo,21.2,6.6,5,10.4
legio,conscribo,verbo,13.6,4.7,3.7,10.1
legio,reliquus,determinante,10.7,3.9,3.2,9.9
legio,uirtus,substantivo,10.9,3.3,2.7,9.7
legio,gero,verbo,8.9,3.5,2.9,9.7
legio,unus,determinante,12.2,3,2.6,9.7
legio,noster,determinante,10.6,2.8,2.4,9.5
legio,Caesar,nome próprio,5.9,2.6,2.3,9.3
legio,cum,conj.subord.,9.8,1.7,1.7,8.9
lego,iudex,substantivo,12.4,4.4,3.6,9.9
lego,uir,substantivo,13.3,3.7,3.1,9.7
lego,multus,determinante,8.9,2.8,2.5,9.1
lego,meus,determinante,5.8,2.6,2.4,8.9
lego,aut,conj.coord.,7.5,2.5,2.3,8.9
lego,qui,pronome,8.1,1.4,1.5,8.2
leuis,que,conj.coord.,11.4,2,2,8.7
leuis,non,advérbio,5,1.4,1.6,8.3
leuis,sum,verbo,11,1.3,1.6,8.3
lex,fero,verbo,21.5,3.2,2.8,10.1
lex,sancio,verbo,23.2,7.2,5.3,10.1
lex,promulgo,verbo,22.7,7.1,5.2,10.1
lex,sine,preposição,16.6,3.3,2.8,10
lex,perfero,verbo,15.5,5.2,4.1,9.9
lex,nullus,determinante,14.9,2.8,2.4,9.8
lex,de,preposição,18,2.2,2.1,9.7
lex,natura,substantivo,9.3,2.9,2.6,9.7
lex,contra,preposição,8.1,3.3,2.8,9.6
lex,utor,verbo,7.1,3,2.6,9.5
lex,inter,preposição,6,2.6,2.4,9.4
lex,Caesar,nome próprio,6.4,2.3,2.1,9.4
lex,ago,verbo,5.8,2.2,2,9.4
lex,suus,determinante,5.3,1.6,1.6,9.2
lex,qui,pronome,7.7,0.9,1.1,8.9
liber,legatio,substantivo,22.7,6.9,5.4,10.9
liber,ciuitas,substantivo,32.5,5.3,4.3,10.6
liber,animus,substantivo,11.8,3.4,3,9.4
liber,populus,substantivo,8.3,3.3,2.9,9.3
liber,per,preposição,8.2,3.3,2.9,9.3
liber,neque,conj.coord.,7.5,3.1,2.8,9.2
liber,atque,conj.coord.,6.5,2,2,8.5
liber,sum,verbo,7.5,1.3,1.5,8
liber2,is,determinante,22.5,2.7,2.5,8.8
liber2,ad,preposição,7.8,2.3,2.2,8.4
liber2,hic,determinante,10.1,2.2,2.1,8.4
liber2,qui,pronome,11.5,1.8,1.8,8.1
libertas,recipero,verbo,79.3,8.9,6.4,11.6
libertas,populus,substantivo,50.9,4.4,3.7,10.6
libertas,ius,substantivo,18.3,4.7,3.8,10.3
libertas,uester,determinante,24.1,4.3,3.5,10.3
libertas,spes,substantivo,20.9,4.4,3.6,10.3
libertas,romanus,adjetivo,29.2,4,3.3,10.2
libertas,nascor,verbo,12.9,4.5,3.7,10.1
libertas,defendo,verbo,11.1,4,3.4,9.9
libertas,pro,preposição,12.5,3.6,3.1,9.8
libertas,ad,preposição,16.4,2.2,2.1,9.2
libertas,de,preposição,8.2,2.1,2,9.1
libertas,atque,conj.coord.,6.5,1.7,1.7,8.8
libet,non,advérbio,23,3.4,2.9,8.5
libet,ego,pronome,13,3.2,2.7,8.3
libido,scelus,substantivo,13.2,4.6,3.8,10.1
libido,atque,conj.coord.,10.7,2.2,2.2,8.8
libido,non,advérbio,9.8,1.8,1.9,8.6
licet,taceo,verbo,18.8,6,4.5,10.2
licet,non,advérbio,60.1,2.6,2.3,9.8
licet,uolo,verbo,8.2,2.4,2.1,9.4
licet,idem,determinante,6.6,2.3,2.1,9.3
licet,si,conj.subord.,9.6,1.8,1.7,9.2
licet,enim,advérbio,5.7,1.9,1.8,9.1
licet,dico,verbo,6,1.7,1.7,9.1
lingua,neque,conj.coord.,14.4,4.9,4.1,9.2
littera,tuus,determinante,151.1,4.6,3.7,11.2
littera,do,verbo,70.4,4,3.4,10.8
littera,graecus,adjetivo,41.9,6.6,5,10.7
littera,proximus,adjetivo,33.8,7.8,5.6,10.4
littera,scribo,verbo,30.3,3.8,3.2,10.4
littera,reddo,verbo,22,4.6,3.7,10.3
littera,monumentum,substantivo,21.1,5.3,4.2,10.3
littera,affero,verbo,19.1,4.1,3.4,10.2
littera,exspecto,verbo,19,4.1,3.4,10.2
littera,per,preposição,23.8,3.2,2.8,10.1
littera,recito,verbo,18.8,6,4.6,10.1
littera,mitto,verbo,17.4,3.4,2.9,10.1
littera,accipio,verbo,15.3,3.5,3,10
littera,frater,substantivo,8.3,3.3,2.9,9.7
littera,quintus,substantivo,8.1,3.2,2.8,9.6
littera,numquam,advérbio,6.6,2.8,2.5,9.5
littera,ex,preposição,11.4,2,2,9.5
littera,meus,determinante,8.3,2.1,2,9.5
locus,superus,,49.8,3.6,3,10.6
locus,is,determinante,74.2,2,2,10.3
locus,hic,determinante,46.4,1.8,1.8,10.1
locus,commutatio,substantivo,47.6,7.6,5.3,10.1
locus,iniquus,adjetivo,37.1,6,4.6,10.1
locus,ipse,determinante,22.6,2,2,10.1
locus,unus,determinante,18.9,2.4,2.3,10
locus,natura,substantivo,18.6,2.9,2.6,10
locus,desertus,adjetivo,41.4,7.9,5.4,9.9
locus,opportunus,adjetivo,33.5,6.5,4.8,9.9
locus,in,preposição,36.4,1.4,1.6,9.9
locus,multus,determinante,13.6,1.9,1.9,9.9
locus,ex,preposição,13.9,1.7,1.7,9.8
locus,pono,verbo,11.8,3,2.6,9.7
locus,aequus,adjetivo,14.9,4.1,3.4,9.6
locus,muto,verbo,13.2,3.7,3.1,9.6
locus,confero,verbo,11.2,3.3,2.9,9.6
locus,ubi,advérbio,7.9,2.3,2.2,9.5
locus,opportunitas,substantivo,21,6.7,4.9,9.4
locus,mutatio,substantivo,20.4,6.6,4.8,9.4
locus,apertus,adjetivo,13.6,4.7,3.8,9.4
locus,obtineo,verbo,11.8,4.2,3.5,9.4
locus,colloco,verbo,10.5,3.9,3.2,9.4
locus,consularis,adjetivo,10.5,3.9,3.2,9.4
locus,moueo,verbo,6,2.7,2.4,9.2
locus,paro,verbo,5.9,2.6,2.4,9.2
locus,nascor,verbo,5.7,2.6,2.4,9.2
locus,praesidium,substantivo,5.6,2.5,2.3,9.2
locus,constituo,verbo,5.2,2.4,2.3,9.2
longe,absum,verbo,80,6.7,5.2,11.5
longe,progredior,verbo,24.5,7.4,5.7,10.8
longe,procedo,verbo,22.2,6.8,5.3,10.7
longe,discedo,verbo,16,5.3,4.3,10.4
longe,tam,advérbio,21.2,3.9,3.3,10
longe,ab,preposição,63.9,3.6,3.2,10
longe,neque,conj.coord.,9.2,2.9,2.7,9.4
longe,alius,determinante,8.8,2.8,2.6,9.4
longe,qua,advérbio,11,2.5,2.4,9.2
longe,non,advérbio,19.7,2.1,2.1,9
longus,interuallum,substantivo,92.8,9.2,6.6,11.8
longus,oratio,substantivo,34.5,5.6,4.5,10.8
longus,nauis,substantivo,27.9,5.5,4.4,10.7
longus,spatium,substantivo,18.9,6,4.7,10.6
longus,tam,advérbio,25.8,4,3.4,10.2
longus,ordo,substantivo,13.2,4.6,3.8,10.2
longus,iter,substantivo,12.7,4.5,3.7,10.1
longus,tempus,substantivo,15.8,3.6,3.1,9.9
longus,dies,substantivo,5.8,2.6,2.4,9.2
longus,sum,verbo,5.8,0.9,1.3,8.3
loquor,sic,advérbio,43.4,4.5,3.6,10.6
loquor,uere,advérbio,18.8,6,4.6,10.3
loquor,ita,advérbio,11.3,2.9,2.5,9.6
loquor,cum,conj.subord.,27,2.3,2.1,9.5
loquor,de,preposição,8.9,2,1.9,9.2
loquor,ipse,determinante,7.5,2,1.9,9.2
loquor,non,advérbio,9.7,1.5,1.5,8.9
lumen,exstinguo,verbo,28.4,8.3,6.3,11.4
lumen,et,conj.coord.,6.3,1.8,1.8,7.7
lux,primus,adjetivo,36.6,5.8,4.7,10.8
lux,ante,preposição,24.7,5.9,4.7,10.7
lux,affero,verbo,15.4,5.1,4.2,10.3
lux,in,preposição,9.1,1.7,1.9,8.3
magis,ea,advérbio,89.8,5.6,4.4,11.1
magis,multo,advérbio,84.1,5.9,4.5,11
magis,qua,advérbio,136.2,3.6,3.1,11
magis,quod,conj.subord.,56.3,3.1,2.8,10.6
magis,cum3,advérbio,41,4.7,3.8,10.6
magis,que,conj.coord.,37.7,1.8,1.9,10
magis,quanto,advérbio,20.7,5.2,4.1,9.9
magis,quidem,advérbio,14.2,2.3,2.2,9.9
magis,doleo,verbo,17.9,4.7,3.8,9.9
magis,opto,verbo,16.7,4.4,3.6,9.9
magis,quisque,determinante,8.4,2.8,2.5,9.6
magis,ligneolus,adjetivo,12.3,4.4,3.6,9.6
magis,timeo,verbo,8.1,2.7,2.5,9.6
magis,ratio,substantivo,8,2.7,2.5,9.6
magis,cottidie,advérbio,11.6,4.2,3.5,9.6
magis,diligo,verbo,10.8,4,3.3,9.6
magis,delecto,verbo,8.4,3.3,2.9,9.5
magis,probo,verbo,7.5,3.1,2.8,9.5
magis,placeo,verbo,7.2,3,2.7,9.4
magis,moueo,verbo,7.1,3,2.7,9.4
magis,exspecto,verbo,5.7,2.6,2.4,9.4
magis,qui,pronome,8.1,0.7,1.1,9.3
magnitudo,pecunia,substantivo,32.6,6.2,4.9,10.9
magnitudo,animus,substantivo,89.1,5.4,4.4,10.8
magnitudo,incredibilis,adjetivo,20.6,6.4,5.1,10.8
magnitudo,propter,preposição,28.3,5.5,4.5,10.6
magnitudo,scelus,substantivo,14.2,4.8,4,10.1
magnitudo,corpus,substantivo,13.3,4.6,3.8,10
magnitudo,periculum,substantivo,12.8,4.5,3.7,10
magnitudo,suus,determinante,12.4,3.1,2.8,9.2
magnitudo,nec,conj.coord.,7.7,3.1,2.8,9.2
magnitudo,de,preposição,6.6,2.3,2.3,8.7
magnus,pars,substantivo,105.7,3.7,3,10.8
magnus,opus,substantivo,92.4,4.7,3.6,10.6
magnus,numerus,substantivo,67,4.5,3.5,10.3
magnus,copia,substantivo,52.3,3.7,3.1,10.3
magnus,uis,substantivo,37.9,3,2.6,10.2
magnus,cum,conj.subord.,19.8,1.1,1.3,10.2
magnus,res,substantivo,13.9,1.1,1.3,10
magnus,natu,substantivo,91.7,8.6,5.2,10
magnus,et,conj.coord.,12,0.6,1,10
magnus,que,conj.coord.,9,0.7,1.1,10
magnus,bonus,adjetivo,18.7,2,1.9,10
magnus,in,preposição,6.5,0.5,0.9,9.9
magnus,animus,substantivo,13.2,1.6,1.7,9.9
magnus,cura,substantivo,32,3.7,3,9.8
magnus,uir,substantivo,14.9,1.9,1.8,9.8
magnus,spes,substantivo,21.8,2.7,2.4,9.8
magnus,tam,advérbio,12.2,1.8,1.8,9.7
magnus,bellum,substantivo,11.9,1.7,1.7,9.7
magnus,qua,advérbio,5,0.9,1.1,9.7
magnus,periculum,substantivo,14.5,2.3,2.1,9.6
magnus,multitudo,substantivo,22.1,3.3,2.8,9.6
magnus,sine,preposição,10.2,1.9,1.8,9.6
magnus,inter,preposição,10.6,2.1,2,9.5
magnus,pontifex,substantivo,36,6,4.4,9.4
magnus,clamor,substantivo,22.5,4.1,3.3,9.4
magnus,pecunia,substantivo,12.1,2.7,2.4,9.3
magnus,uox,substantivo,8.9,2.2,2.1,9.3
magnus,auctoritas,substantivo,7.7,2,1.9,9.3
magnus,capio,verbo,7.7,2,1.9,9.3
magnus,praemium,substantivo,14.7,3.5,2.9,9.2
maiores,noster,determinante,196.2,6,4.8,11.4
maiores,mos,substantivo,59.1,6.2,4.9,11.2
maiores,institutum,substantivo,26.1,7.8,5.9,10.9
maiores,auus,substantivo,23.5,7.2,5.5,10.8
maiores,consuetudo,substantivo,17.5,5.6,4.5,10.5
maiores,trado,verbo,16.3,5.3,4.3,10.4
maiores,accipio,verbo,17.1,4.5,3.7,10.2
maiores,ab,preposição,73.8,3.9,3.3,10.1
maiores,apud,preposição,10.7,3.9,3.3,9.8
maiores,uester,determinante,9.8,3.7,3.2,9.7
maiores,suus,determinante,22.6,3.3,2.9,9.6
maiores,consilium,substantivo,8.8,3.4,3,9.6
maiores,que,conj.coord.,13,2,2,8.8
male,existimo,verbo,14.9,5,4.1,10.2
male,utor,verbo,14.1,4.8,3.9,10.1
male,dico,verbo,39.7,4,3.3,9.8
male,audio,verbo,11.2,4.1,3.4,9.7
male,habeo,verbo,13.2,3.2,2.8,9.2
malo,qua,advérbio,62.9,4.2,3.4,10.2
malo,ago,verbo,12.4,3.6,3,9.6
malo,audio,verbo,9.7,3.7,3,9.6
malo,tu,pronome,12.6,2.3,2.1,8.9
malo,ut,conj.subord.,8,1.9,1.8,8.6
malus,exemplum,substantivo,17.8,5.7,4.5,10.5
malus,facinus,substantivo,17.4,5.6,4.4,10.5
malus,ars,substantivo,16.9,5.5,4.4,10.4
malus,mos,substantivo,12.7,4.4,3.6,10.1
malus,fortuna,substantivo,10.8,4,3.3,9.9
malus,tantus,determinante,6.8,2.9,2.6,9.3
malus,bonus,adjetivo,6.6,2.8,2.5,9.3
malus,aut,conj.coord.,9.1,2.5,2.3,9.1
malus,atque,conj.coord.,8.6,2,1.9,8.8
maneo,domus2,substantivo,16.2,5.3,4.1,10.3
maneo,in,preposição,11.8,1.9,1.8,8.4
